0,1,2,3
5,36,2,콜팝 같이 좋은 아이디어 커피 맛 그냥 저 이구 티라미수 맛있진 않아요 특히 녹차 티라미수 별로 ㅠ
5,37,4,맛있어요 커피 무난 쓰
5,38,2,저렴한 가격 아닌데 이렇게 맛없는 거 처음 먹어 봐요 음료 케익
5,39,2,콜팝 같이 좋은 아이디어 커피 맛 그냥 저 이구 티라미수 맛있진 않아요 특히 녹차 티라미수 별로 ㅠ
5,40,4,티 블루베리 크 럼블 존맛 말차 팥 타르트 안나 말차 맛 진해서 이인 제 입맛 좀 조금씩 먹으니 맛있더라구요
6,41,3,올 때 느끼는거지만 자리 너무 협소해 음식 맛 괜찮은데 가격 대비 좀 합니다 그리고 칼 좀 베이컨 손가락 옴
6,25,1,전화 받은 직원 말 하다 그냥 끊음
7,42,5,친절하고 좋았어요 가격 조금 비싸지만 그만큼 이쁘게 잘 만들어주셨어요 p
7,43,2,친절하고 좋은데 커피 맛 개선 ㅜ
8,44,3,자리 넓고 좋지만 모기 너무 많다
8,45,5,휘 낭시 맛집
9,46,5,분위기 좋고 사장 친절했다 밤 글 쓰러 갔는데 아무 말 안 했는데도 친절히 꺼내 주셨다 찻잔 이쁘고 전체 소품 신경 같다
9,47,1,남자 직원 진짜 사람 기분 나쁘게 재수 있으시네요
10,48,5,짱 친절하세요 제 마감 시간 즈음 가서 마감 다 하신것 같은데 주문 감사합니다 ㅠㅡㅠ
10,49,5,가게 너무 이쁘고 수 플레 케익 가성 비 체고 진짜 너무 맛있어요 ㅜㅜ 또 가고싶어요 나 알고싶은 카페 ㅎㅎ
10,50,5,
10,51,1,
10,52,1,사장 누 모르겠는데 먹고 포스 기 보 사장 것 같은데 너무 불친절해요 그리고 왜 알바생 마스크 안
10,53,5,
11,54,5,맛 좋음 다만 테이블 몇 없어서 아쉬움 ㅜ
11,55,5,맛 좋음 다만 테이블 몇 없어서 아쉬움 ㅜ
12,56,1,알 왜 1 갠
12,57,1,
12,18,1,
12,58,5,
12,59,1,도착 후 조리
12,60,1,
13,61,5,분위기 좋고 음식 예쁘고 맛있어요 다만 주말 브런치 먹으러 가면 웨이팅 매우 때문 웬만하면 오픈 시간 맞춰서 최소 열시 전 가시는 거 추천 해요
13,41,4,강아지 좋아하지만 강아지 입장 가능하고 공간 좀 협소 하다는 점 때문 시끌시끌한 건 별로 ㅠㅠ 그치만 음식 개인 가성 비 정말 좋다고 생각 하면서 먹어요 브런치 맛있고 커피 정말 맛있는 편 디저트 괜찮아요 추천 더 보기
13,62,5,제발 지점 더 내주세요 ㅠㅠㅠ 타 버블티 중독 맛있는 버블티 마셔 본 적 없어요 가게 너무 깔끔하고 직원 친절하시고 최고
14,63,4,휘 낭시 맛 요 별 하나 좌석 때문
14,64,5,친절하신 사장 맛 좋은 커피 크림 일찍 떨어져서 맘 나 또 먹으러 갈 거 꿀떡 꿀떡
15,65,5,좋은 뷰 독특한 액 티비 티 할 수 것 방문 해야 할 이유 1년 엽서 현재 나 잘 도착 했을 때 소소한 덤
15,66,2,인테리어 올 음식 요리 아닌 조리 나온다 주문 5분 나오길래 알았음 많은 맛집 봤지만 이렇게 근본 없는 맛 높은 평점 받은 곳 처음 봅니다
15,67,3,예쁜 곳 역시 너무 커피 가격 조금 ㅅ 악합니다
15,68,4,도심 속 정원 느낌 사진 잘나오고 나름 루프 탑 있으나 스콘 맛없고 철학 카페
15,69,4,솔직히 깔 게 없는 곳 더 많은 맛집 정보 구독 더 보기
15,70,2,쿠 치아바타 절대 먹지 마세요 다시 한번 말 합니다 세상 가장 맛없는 치아바타 납품 받아 려 미각 싫다면 절대 먹지 더 보기
16,71,5,여기 텀블러 가져가면 주십니다
16,72,1,여기 샷추 하면 바로 남는샷 줌
16,73,5,여기 아이스티 진짜 찐 임
16,74,3,오우 커피 맛 좀
16,23,5,직원 친절해서 좋았어요
16,75,4,베이커리 12시 이후 가능
17,76,3,맛 그냥 평범 프랜차이즈 어딜 가든 똑같은 맛 근데 매장 내부 식기 닦는 소리 다닥다닥 붙어있는 테이블 매장 너무 너무 너무 정신 주방 식기 좋겠네요 쨍그랑 소리 너무 더 보기
17,77,5,분위기 너무 조아요 ㅠ 신월동 이런 곳 있다니 거리 좀 멀어서 차 있을 때 가지 분위기 너무 좋구 귀여운 댕댕 들도 있는 곳
18,78,4,분위기 맛 모두
18,79,5,마들렌 휘 낭시 개쩜 하나 먹을수가 없음 골고루 하나 야함 디저트 류 훌륭 만든 분 고수 같음 더 보기
18,80,1,직원 알바 싸가지 없음 다신안 간다 커피 디저트 맛 더럽게 없음
19,81,5,커피 맛있고 공간 좋아요 아쉬운 점 너무 일찍 닫아서 못 ㅠㅠ
19,82,5,사장 갈 때 밝게 인사 해주셔서 기분 좋아져요 커피 디저트 맛있어요
20,83,3,크레이프 케익 좋네요 무난 곳
20,84,3,크레이프 케익 좋네요 무난 곳
21,85,2,말 렌카 너무 차갑고 ㅠㅜ 다른 데 말 렌카 항상 따뜻하게 서빙 해줘서 기대했는데 맛없었어요
21,86,1,주문 시켰는데 결제 시 글 남길 수 없 대요 그래서 여기 되었어요 어제 친구 리얼 그린티 설빙 시켰는데 아예 다른거 게다가 소스 봉투 다 상태 배달 친구 초콜릿 싫어해서 저만 원 치 않는 설빙 먹었어요 ㅠㅜ 그리고 아이스크림 다 소스 없이 눈 너무 맛 없어서 다 먹을 수 없었어요 결국 돈 낭비 한마디 대 실망 더 보기
22,87,5,아 마스 빈 최고
22,88,4,음료 많고 그냥 머 쾌적하고 ㄱㅊ 디저트 크렌베리 뭐시기 엄청 맛있었음
22,89,5,인스타 갬 성 아메리카노 마싯음
23,90,3,깔 끔 2 층 넓음 그렇지만 그 공간 다 수많은 사람 약간 시끌시끌한 분위기 외부 테이블 간격 그리 넓지 사람 카페 앞 사진 한장 민망함을 덤 얻을 수 있음 매장 전체 신경 쓴 느낌 들고 사진 찍기 좋고 화장실 깔끔해서 마음 들었음 유리창 커서 햇볕 잘 들어오고 시끌시끌한 것 왠지 도시 느낌 디저트 종류 많았고 가게 중간 쯤 있는 테이블 위 원하는 걸 손님 계산 하는 형식 이었음 근데 사람 그렇게 많고 그렇게 시원한 온도 덮개 없고 냉장 시설 당연히 없이 그냥 소품 있어서 회전 율 얼마나 모르겠지만 생크림 있는 디저트 다른 형식 진열 되었으면 좋겠음 맛 무난 했고 가격 비싼 편 같음 더 보기
23,91,4,넓고 쾌적 깔 끔 직원 친절하고 공부 하기에도 대화 하기에도 좋음
23,92,1,가서 사람 많고 정신 없어 보이긴 했는데 너무 불친절했음 알바생 주문 실수 해서 다시 여쭤 보 표정 바로 앞 다른 알바생 얘기 오히려 내 진상 거 대해 눈치 보였음 ㅠ
24,93,4,공간 너무 예쁘고 디저트 맛있어요
24,94,4,레트로 분위기 너무 좋구 직원 친절하 심 디저트 음료 좀 단편 오래된 건물 화장실 매우 아쉽
24,95,2,작업 할게 있어서 노트북 잠깐 갔는데 자리 잡고 계산 다 하고 나서 노트북 노트북 하면 안된다 규 그럼 포장 해주세요 하니 푸딩 포장 인스타 노트북 안된다는 공지 없고 들어갈 때 말 해줬으면 하는 아쉬움 있네요 분위기 연희동 때 좋았구 푸딩 맛있어요 더 보기
24,96,3,아는 카페 직원 추천 갔는데 공간 깔끔하고 친절하시나 커피 맛 크게 못 느낌 다음 드립 먹어 바 지
25,97,5,인스타 감성 사진 찍기 커피 본질 가까운 걸 추천 커피 정말 맛있음 아랫 분 친절함은 덤 감성 과잉 이런 곳 바라면서
25,98,5,인스타 감성 사진 찍기 커피 본질 가까운 걸 추천 커피 정말 맛있음 아랫 분 친절함은 덤 감성 과잉 이런 곳 바라면서
25,86,1,한 개도 아깝다 사람 많은 거 이해 주문 밀린 거 이해 다 포장 주문 했으나 매 나옴 시간 없으니 그대로 옮겨 담아서 빨리 가져갈 수 있게 해 달랬더니 십분 더 기다려 본인 실수 거 처리 해주던지 정이 떨어진다 다시는 안 간다 행주 널 파리 두 마리 앉아있더라 더 보기
26,61,1,맛 양은 게 많이 하는데 그게 다임 ㅋㅋ 요리 잘 하지도 못 하지도 않 눈 친구 걍 고기 굽 싸 제 소스 발라 맛임 ㅋㅋㅋ 이런게 개맛 잇는 사람 맛있는것 좀 많이 먹고 더 보기
26,88,1,웬만하면 카페 서비스 불만 않는 편 살면서 가본 카페 중 제일 불친절해요 왜 저렇게 내내 신경질 난 처음 본 사람 하는 생각 안 들어요 일 하기 싫으면 관 두면 될 것 같은데 사장 도 이상하고 직원 도 이상한 불친절 임 더 보기
26,99,5,진짜루 맛남 사장 친절하 심
27,100,5,넓어서 책 읽기 좋다
27,101,4,좋음
28,97,4,
28,98,4,
28,102,3,
28,103,4,미숫가루 빙수 굿 수제 팥 추가 가능
28,104,3,노원역 근처 생각나는 카페 붐비는 여기 ㅠ
28,105,3,동네 늦은 시간 갈 수 있는 카페 새벽 1시 주차 가능
28,106,3,
28,107,3,카페 그린티 마시며 충 동 구매
28,108,3,무난 맛 예쁜 플레이 팅
29,109,5,여기 공차 진짜 맛있어요 펄 ㄹㅇ 잘 만들고 아무튼 먹어 본 공차 제일 맛있는듯 ㅠㅠ
29,110,1,하아 여기 공차 진짜 맛없어요 돈 기분 먹어 본 공차 제일 최악 ㅠㅠ 당 도 50 하면 보통 단맛 나는데 진짜 거짓말 안 물맛 안 났어요 초코 밀크 티 그냥 밀크 티 먹었는데 물 초콜렛 향 나 기분 임
30,111,5,카페 정말 편하고 음료 맛있어요 특히 사장 진짜 친절함
30,112,1,파인애플 빙수 차라리 만들지 마시지 주 고도 양도 맛 글구 진동 벨 없는데 알바생 왜 나오면 나왔다고 크게 해주나요
31,113,5,넓고 좋아요
31,114,2,위치 크고 좋음 2시 영업 안 12시 마감 하는데 왜 2시 하는지 모르겠네요 1시 영업 퇴근 합니다 수정 부탁드려요
32,115,5,
32,116,5,가본 스벅중 직원 젤 친절 보스 관리 잘 되고 깨끗함 근데 와이파이 문제 될 정도 아닌거 같아용
32,117,5,화장실 깔 끔 내부 괜찮아요
32,118,5,공부 하러 갔는데 분위기 괜찮았어요 직원 친절하세요 짱
33,119,3,티 종류 맛 나는데 어느 순간 아아 맛 없어짐 산미 있던 아아 그냥 맹물
33,120,5,친절하세요
33,121,4,자주가는데 어느 스벅 같이 다 들 친절하신데 리뷰 왜 이리 몰겠네요
33,122,5,친절하고 맛있어요
34,123,1,저번 나이 드신 여 성 직원 계속 통화 하시더라고요 고객 입장 기분 안 좋았어요 다른 직원 분 음료 만들고 계시던데 그럼 통화 하시는 분 저 주문 받아 야하는 거 아닐까 요 매장 많이 바닥 벽 많이 음료 자국 친구 갔다가 충격 먹었어요
34,124,5,사장 친절하세요 깔끔하고 카공 하기 좋다고 생각 합니다 2 층 지나가는 사람과 눈 것 없어서 좋아요
35,125,5,커피 너무 맛있어요 오틀리 바닐라 라떼 추천 직원 모두 친절하고 프로 날 하다는 느낌 갈 때 받았습니다 인테리어 한국 주차 2시간 되어 좋습니다
35,126,5,가격 싸서 했지만 이 정도 훌륭합니다 맛 괜찮아서 놀랐어요 ㅋㅋ 허니 라떼 딱이네요 ㅋㅋㅋ
36,127,1,주차 공간 반복 하시고 공 영 주차장 인근 주차장 대한 정보 않는 응대 많이 아쉽네요 대로 변 주차 차 다 딱지 있으니 가지 마세요 멀리 찾아왔는데 아쉬움 가지
36,128,5,아몬드 누텔라 쿠키 였나 그것 많이 고민 하다 사먹었는데 제 일 제일 맛있고 쿠키 단맛 담백한 느낌 계속 ㅠ 흑
37,89,1,재 방문 의사 없음
37,129,3,시설 깨끗하고 직원 친절함 문제 2 층 와이파이 많이 안 좋은 것 같음 10분 10분 끊기고 반 노트북 핸드폰 둘 다 그럼 더 보기
37,130,2,2 층 스모 관리 좀더 해야겠다 담배 냄새 너무
38,131,3,창문 쪽 자리 서울숲 입구 보이는 건 좋은데 창문 좀 더러워서 뷰 막 예뻐 보이진 않았어요 ㅜㅜ
38,132,5,특색 있는 메뉴 있어서 좋았고 사장 메뉴 설명 친절하게 해주셔서 더 좋았습니다 내부 분위기 좋아요 통창 시원한 느낌이었습니다
39,133,5,직원 친절해용
39,134,5,산미 있는거 목 먹는데 산미 미침 근데 인테리어 예뻐서
40,135,5,가끔 오는데 아메 초코 스콘 너무 맛있어요 베이커리 종류 많고
40,136,5,아메리카노 맛있어요 솔티 초코 쿠키 진짜 존맛
41,137,4,조용해서 좋은 카페
41,138,4,브라우니 맛집 임
41,139,3,아이스 라떼 맛있음 얼그레이 케잌 기본 함 카페 자체 조용하고 편안하게 책 읽을 수 있어서 좋음
41,140,5,도구 치즈 프레첼 아아 환상 조합 쇼파 최고
41,141,3,뭔가 아주 약간
41,142,4,
42,143,2,전 마카롱 사진 보고 넘 귀여워서 가봤어요 캐릭터 마카롱 이뻐요 맛 기대 안해 됩니다 더 보기
42,144,5,사장 넘 넘 친절해요 사람 기분 좋아지는 마들렌 넘나 맛있어요 또 케이크 같 먹음 어울리는 음료 살짝 추천 해주시 이 근방 카페 여기저기 다녔는데 이렇게 사람 기분 업 되는 가게 또 있을까 싶습니다 기분 좋으니 맛 두 배 더 보기
43,145,5,인테리어 식기 음식 모두 따 듯 기분 좋은 느낌 하나 하나 정성 들어간 레시피 좋고요 건강하고 친환경 카페 좋아요
43,146,5,은근 분위기 좋고 맛있음
44,147,5,해리포터 덕후 로써 정말 곳 버터 맥주 후기 안 좋아서 걱정 했는데 생각 맛있었고 감 맛있음 좀 비싸긴 해도 가볼만 합니다 더 보기
44,148,5,콘 스콘 존맛 무 알콜 뱅쇼 내 서
45,149,1,원두 괜찮은 거 같은데 뭔가 쫌 밍밍 해여 걍 지나가다가 들른 카페 가격 일반 카페 비싸요 나 몰랐던 무언가 있는 집 봅니다 저 계속 는걸
45,92,1,여긴 아니에요 가맹 관리 포기 지점 듯
46,150,5,얼음 음료 좀 더 좋겠다는 마음 5 점 드립니다
46,151,1,일부 한가한 시간 갔는데 여자 주문 응대 최악 요 본인 기분 손님 풀 커피 먹기 전 기분 나쁘네요
47,11,5,추천
47,152,5,
48,153,5,맛있음 와플 집 후기
48,154,5,커피 맛있고 사장 너무 친절하세요
48,155,5,드립 정말 맛있고 직원 친절해요
48,156,1,밤 일 하는 키 큰 여자 겁나 불친절
48,157,1,여자 매니저 너무 불친절
49,158,2,스콘 편이 가봤는데 식감 딱딱해서 벽돌 느낌이었어요 ㅠㅠ 녹차 스콘 그런 건 모르겠지만 조금 실망 스러웠어요 ㅎㅎ 아주 달 포슬포슬 한 식감 기대한 건 아니지만 건강한 맛 감안 해도 조금 느낌 ㅠ ㅜ 아 딸기 맛있었네요 담 다른 걸 먹어 보는 걸 더 보기
49,159,5,아빠 마카롱 좋아해서 생일 맞이 사갔는데 엄청 레몬 마카롱 최고 용
50,160,4,오래 된 건물 개조 특이한 공간 구조 좋았지만 음료 개선 필요 ㅠ 계단 광장 히 어른 어린이 함께 혹은 힐 분 있으신 분 않다
50,161,4,공간 디자인 통일 감 보이지 않지만 어느 곳 재미있을 곳 구수한 맛 원두 내린 플랫 화이트 맛있었고 다소 가벼운 원두 내린 아메리카노 별로 였다
50,150,5,해 비 좋을 것 같은 한 옥 개조 새것의 대비 좋고 것 같은 중정 굳이 비워 시각 공간 좋았다 내부 조금 게 아쉽지만 방문 시간대 사람 붐비지 않아 다행
50,162,5,스타일 분위기 음악 개취 서비스 커피 맛 모두 만족 덤 길냥이 출몰
50,163,4,여기 음료 다른 곳 조금 더 비싼 편 복분자 음료 맛 옛날 주택 그대로 살린 복층 주택 환기 좀
50,164,4,다 필요없고 일몰 맛집 하나로 승부 직원 친절 플랫 화이트 괜찮은 편 블랙 라떼 곡물 라떼 같은 맛 아님 좌석 벤치 없으니 편히 의자 소파 기대 일몰 환상 하지만 한 폭 액자 같은 전망 바라볼 수 있다 전망 그렇게 않다는 건 함정 차 없이 가기 힘든 위치 그 꼭대기 잔 와인 조금 그래도 카페 파는 커피 퀄리티 생각 하면 충분히 만족할 수 있는 곳 더 보기
50,165,4,오월 종이 빵 만들고 리브 레 커피 파는 곳 꽤 규모 크고 높은 천장 소음 제법 울 린다 커피 좋고 영등포 타임스퀘어 연결 되어 있지만 주차 혜택 없음 원두 구매 가능
50,166,4,오월 종이 빵 만들고 리브 레 커피 파는 곳 꽤 규모 크고 높은 천장 소음 제법 울 린다 커피 좋고 영등포 타임스퀘어 연결 되어 있지만 주차 혜택 없음 원두 구매 가능
50,167,5,몇몇 불친절하다는 리뷰 조금 신경 했지만 다행 나 성공 브런치 비건 메뉴 없어서 서빙 하시는 분과 상의 해 와인 잘 맞는 비건 메뉴 권 해주셨다 파티 오 안 기분 좋은 평일 11시 입장 매장 밖 절반 정도 테이블 12시 반 부터 웨이 팅 시작 더 보기
50,168,5,앗 커피 듁스 커피 취급 파이는 비주 얼 좋아서 시켜 많이
50,169,4,펠트 커피 역시 내 입 잘 맞다 직원 딱히 불친절 하긴 그렇지만 내 다녀 본 펠트 커피 중 가장 펠트 맞지 않는 느낌
50,170,4,이런 카페 파 미에 스테이션 안 있다는게 아쉽다 음식 부리는 것 좋아하진 않지만 버터크림 커피 맛 궁금해서 들렀는데 한두 번은 더 맛볼 수 있을 것 같다 ㅎㅎ 매장 사람 없어도 조금
50,171,4,전망 좋은 곳 커피 한잔 그림 덤
51,172,2,너무 얼음 많이 넣고 양 적음 ㅠㅜ
51,173,2,너무 얼음 많이 넣고 양 적음 ㅠㅜ
52,174,3,레몬 케이크 맛있어 염 ㅇㅅㅇ 크로 플 도 시켰었는데 좀 딱 딱
52,175,4,맛있는데 테이블 너무 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
52,176,5,홍대 가면 마지막 꼭 들르는 곳 ㅠㅠㅠ 고양이 있구 음식 갠 유 여러 번 가도 변함 없어서 더 좋음
52,177,5,커피 음료 다 맛있고 직원 넘
52,178,4,커피 맛남 디저트 살짝 물려서 아쉽 네 용 ㅠ
52,179,3,쏘 용
52,180,4,오늘 케잌 맛있어 욘
52,181,5,와플 존맛
52,182,4,커피 쏘 쏘 디저트 맛있어용
52,47,4,케잌 맛있어용 강아지 있음 ㅇㅅㅇ
53,183,1,1 사장 어이없는 대처 비 많이 우산 됐음 알바생 전달 알바생 한참 후 사장 전달 함 사장 우산 없어져서 함 자기 가게 아닌가 자기 가게 분실물 생기 어떻게 해야 할지 매뉴얼 없나 그럼 비 가라 소린 분실물 생겼으면 우산 보상 아닌가 자기 가게 생긴 분실물 그럼 나도 아무 거나 되냐고 그 제 서야 구석 있는 우산 하나 가져다 줌 2 위생 배게 모두 때 너무 비위생적 맨 살 않고 싶어 패딩 꼭 3 추움 돈 내고 추위 책 야함 추워서 어느 한 곳 담요 쌓아 곳 담요 못 함 그리고 같은 담요 줌 저기 이 걸 뭘 더 보기
53,184,5,크로 플 넘 맛 클로 징 20분 도착 해서 마감 테이크아웃 주문 받아주시고 기분 나쁜 없이 친절하게 너무 감사했어요 크로 플 같아요 커피 맛있어요
54,125,5,친구 좋아하는 카펜데 좋네요
54,185,5,최고 댕댕 있어요 맛있고 친절하세요
54,186,5,짱 맛있고 짱 친절하 심 애플 크 럼블 드세용 인테리어 존예
55,187,3,soso 평범한 맛 그 이상 이하 무난 집
55,188,4,커피 괜찮고 케이크 맛있었어요 근데 의자 너무 너무 불편하고 바닥 나무 사이사이 쓰레기
55,189,5,진한 라떼 맛있게 먹고 갑니다 양 적긴 함 주말 사람 많지만 평일 낮 여유롭게 있을 수 있을 것 같아요
55,190,3,커피 괜찮음 근데 매장 너무 좁아서 테이크아웃 했어요 ㅠㅠ
56,191,1,ㅋㅋ 저 메 커피 오픈 매장 근무 있는데 바쁘다고 해도 기본 너무 ㅋㅋ 평일 오전 9시 커피 머신 담당 안경 쓴 남자 알바생 커피 내리고 다음 원두 그 라인 드 커피 찌꺼기 안 바로 원두 받고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 그러니까 커피 맛 맛 없죠 진짜 사장 교육 제대로 해주세요 더 보기
56,192,5,너무 친절하시구 핸드 드립 커피 너무 맛있구 나 알고싶은 작고 소중한 업 사이드 커피 뚝섬 점
56,193,5,너무 친절하시구 핸드 드립 커피 너무 맛있구 나 알고싶은 작고 소중한 업 사이드 커피 뚝섬 점
56,153,3,평범해요
57,194,5,사장 친절하고 커피 맛있습니다 가까이 있다면 매일 가고싶네요
57,195,5,작고 아담한 카페 별 기대 안 들어갔는데 사장 친절하시고 커피 맛 맛있어서 기분 좋네요 두 가지 블랜딩 선택 두 가지 다 깔끔하고 맛있습니다 더 보기
58,196,5,커피 정말 맛있고 음악 좋습니다 아담하지만 조용한 분위기 좋습니다 최애 카페 입니다
58,197,5,커피 맛있고 조용한 분위기 좋습니다
58,198,5,고 즈 넉 조용합니다 팔 시간여행 온 느낌 커피 맛 좋고 앉아서 작업 하기도 좋습니다
59,199,5,다 들 뎅 ㅠ 5년 단골 넘 사장 누구 친절하신 뎅 ㅠㅠ 뭣 커피 진짜 너무 너무 너무 너무 너무 맛있어요 ㅠ 못 사장 흥 하세요 더 보기
59,200,5,사장 너무 친절하시구 커피 핵 마시 써용 ㅎ
60,201,1,최악 요 거 프레 소
60,202,1,과일 상태 진짜 안좋아요 골고루 시켜 봤는데 전부 별로 였고 특히 수박 돈 받고 신기
61,123,5,딸기 쉐이크 얼음 달라 했는데 딸기 맛 강해서 맛있었습니다
61,203,1,
62,204,5,메뉴 잘 못 나와서 여쭤 봤는데 알바 친절하게 응대 그리고 와플 짱 맛있어 영 내일 또 가야
62,205,5,금요일 오후 시간 알바 짱 친절하세요
63,206,1,컵홀더 없어서 주지 못 말
63,207,5,직원 다른 스벅 비 해서 친절해서 너무 좋아요 다만 벽면 쪽 자리 콘센트 더 많이 배치 해주셨으면 좋겠습니다 사람 비해 콘센트 턱 없이 ㅠㅠ
63,208,5,사장 친절하고 카페 분위기 좋아요
64,209,1,직원 손님 오 는걸 안 같아요
64,210,5,루프 탑 진리
65,211,1,라떼 너무 묽어서
65,212,1,손님 갑질 하는 것 아닌데 알바 엄청 불친절 함 ㅋㅋ 돈 싶고 일 하고 싶고 참
66,213,5,아이스 커피 먹었는데 커피 깨끗해요 이런 커피 처음 요
66,214,1,빵 가격 비해 크기 다 너무 작고 커피 마 몇 모금 안 됨 so so
67,215,4,2 층 넓고 에어컨 빵빵 와이파이 잘 됨 근데 여름 되니 모기 넘 많음 ㅠ 오늘 5 함
67,206,3,장점 저렴함 넓음 2 층 있음 남녀 화장실 분리 콘센트 많음 창가 유리 큼 단점 와이파이 구림 2 층 거의 안 터지고 1 층 가끔 일 때 있음
67,216,4,공간 작 커피 맛있음
67,217,5,조용하고 분위기 좋은 편
67,218,4,공간 넓고 시원함 오드리 초코 케익 너무 작음
67,219,3,거리 두기 4 단계 휴무 듯
68,220,5,마카롱 맛있던데 만족
68,221,5,정말로 좋아하고 애정 하는 디저트 맛집 입니다 치즈케이크 정말 최고 입니다
68,222,4,맛 좋은데 매장 상 좁다 포장 배달 추천
68,223,5,인생 에그타르트 마카롱 짱 맛
68,224,5,굿
69,61,4,정석 브런치
69,225,5,파니니 짱 맛
69,226,4,맛있긴한데 양 ㅜ 너무 ㅜ 적어요 오오
69,227,5,존맛 탱
69,228,5,세상 친절하 심 다른 스타벅스 직원 거의 다 친절하신데 대부분 그 중 탑 친절하신듯
69,41,4,웨이팅 오
70,229,1,음식 주문 나올 때 너무 오래 걸리고 대기 시간 너무 길고 가격 대비 너무 비쌈 주변 이쁜 브런치 카페 많은데 굳이
70,230,4,1 빵 맛 있는데 커피 별로 임 2 위주 오랫동안 있기에는 의자 불편할 수 있어요 3 애견 동반 좋음 4 스태프 친절함 5 wifi 잘 터짐 더 보기
71,95,4,푸딩 엄청 맛있어요 1 인 1 음료 디저트 단독 안 돼요 푸딩 음료 단맛 잡아주는 것 좋을 것 같아요 평점 낮은 이유 리뷰 태블릿 노트북 사용 불가 와이파이 없음 때문 것 같아요 딱히 불친절하다는 느낌 못 받았어요 더 보기
71,231,5,시 그니 쳐 메뉴 맛있었습니다
72,232,5,평일 손님 없어 우리 끼리 맛있게 먹었네요
72,126,3,아메리카노 천원 어떤 맛 일까 싼 커피 비싼 커피 다 이유 ㅎ
