0,1,2,3
16,123,5,따뜻한 감성 카페 마카롱 맛집
16,83,4,문래동 스콘 맛집 인정 합니다 인테리어 이런게 맛 큰 기대 없었는데 너무 맛있네요 버터 식감 정도 버터 듬뿍 듬뿍 들어가있어서 더 부드럽고 맛있어요 견과류 들어가있어서 식 감도 좋고요 맛 최고 들어가는 맛 이 랄 까요 음료 솔트 카라멜 라떼 주문 했는데 이 날 솔트 카라멜 라떼 그냥 쏘 쏘 했고 스콘 진짜 맛있었습니다 맛 최고 문래동 찾으 추천 드려요 다만 의자 좀 불편합니다 #문래동카페 더 보기
16,124,4,아기자기한 귀여운 카페 연유 라떼 바닐라 아이스크림 귀여운 올라간 달다어요 라떼 비주 얼은 마치 I like 파르페 달달 맛 매력 라떼 였어요 애플 크로 플 도 너무 맛있었어요 사장 너무 친절하시고 귀여운 인형 #갬성카페 근처 카페 추천 제 메뉴 달다어요 라떼 아플 크로 플 밀크 티 업체 이름 달다어요 주소 서울 신림로 길 1 층 더 보기
16,125,2,맛 없지만 너무 귀여운 곳
16,126,5,밀크 티 맛있어요 분위기 좋 공
16,28,3,"마실까 하다가 티라미수 라떼 주문 했습니다 무인 주문 기 사용 그런데 제 생각 했던 라떼 콜팝 티라미수 따로 라떼 먹는 그런 거 였어요 기발하다 기발하다 티라미수 맛 라떼 줄 알았는데 쓴 라떼 맛 좋아하시면 추천 저 달달 한 걸 좋아해서 제 입맛 안 다음 번 아주 달달 초코 라떼 주문 아메리카노 1,500원 저렴 직원 친절하시고 음료 빨리 나오는 편이 굿 다음 다시 재 방문 해보려구요 더 보기"
16,127,4,"크림 뷔릴레 마카롱 2,500원 망고 플레이 트 덕분 알 된 마카롱 집 쁘띠 크 망고 플레이 트 잇 구매 하면 마카롱 2,500원 밥 먹고 부담 않은 간단한 디저트 먹기 좋은 마카롱 앙 버터 우유 먹어 보고 이번 3 쁘띠 크 마카롱 크림 뷔릴레 마카롱 버터 바닐라 크림 맛 진하게 취향 저격 입니다 꼬끄 겉 바삭 안 부드럽고 촉촉 샤 수 길 마카롱 맛집 추천 드려요 맛있음 더 보기"
16,128,5,친절
16,129,5,친절하셨어요
16,130,4,근처 카페 #내돈내산 1 차로 피자 먹고 2 차로 근처 카페 찾다가 우연히 된 카페 너무 친절해서 좋았습니다 그래서 후기 희 커피 커피 요거트 스무디 과일 주스 티 쿠키 등등 메뉴 아주 그래서 그런지 배달 주문 많이 들어오는 것 같았어요 사장 직원 잘 모르겠지만 너무 친절하셔서 좋았구요 번창 하시길 바랍니다 제 메뉴 주스 업체 이름 쏭 카페 주소 서울 강남대로 8 길 더 보기
16,131,5,샤 수 길 요거트 맛집 요즘 샤 수 길 이 많이 생기는 것 같아요 요거트 사랑 하는 사람 너무 하하 예전 카페 있던 공간 요 귀여운 요거트 가게 후기 좋았던 요 샌 드디어 먹어 봤습니다 오랜 시간 유당불내증 있는 사장 맛 나게 꾸 덕 고소한 요거트 무슨 맛 일까 요 트 그릭 등등 다양한 요거트 먹어 봤는데 제 입 가장 느껴진 요거트 요 꾸 덕 고소한 맛 아주 좋아 사랑 해 다른 곳 다 맛있지만 취향 저격 요 샌 토핑 그 캐슈넛 피칸 건무 제 사랑 하는 견과류 가득 가득해서 너무 좋았구요 양도 많아서 한 그릇 먹으니 너무 다이어트 좋을 다음 치즈케이크 베리 베리 먹어 궁금궁금 주민 직장인 학생 샤 수 길 건강하고 맛있는 요거트 집 신다면 추천 드립니다 직원 너무 친절하셔서 더 좋았어요 늦게가면 솔드아웃 먹을 수 없는 핫 곳 이 다 주차 주변 공 영 주차장 구청 가능합니다 더 보기
16,31,3,"마실까 하다가 티라미수 라떼 주문 했습니다 무인 주문 기 사용 그런데 제 생각 했던 라떼 콜팝 티라미수 따로 라떼 먹는 그런 거 였어요 기발하다 기발하다 티라미수 맛 라떼 줄 알았는데 쓴 라떼 맛 좋아하시면 추천 저 달달 한 걸 좋아해서 제 입맛 안 다음 번 아주 달달 초코 라떼 주문 아메리카노 1,500원 저렴 직원 친절하시고 음료 빨리 나오는 편이 굿 다음 다시 재 방문 해보려구요 더 보기"
16,132,5,스 페니 쉬 라떼 짱 맛있어요
16,80,5,달달 라떼 트렌디 느낌 #내돈내산 달달 라떼 먹고싶을 때 생각나는 하프 커피 오랜 만 파 미에 스테이션 자주 가시는 분 다 들 아는 그 곳 coffee 이 곳 간다 단연 이 메뉴 하프 커피 버터 크림 라떼 하프 사이즈 커피 하는 ice coffee 가격 값 하는 커피 생각 해요 달달 묵직한 크림 버터 스카치 캔디 맛 합쳐진 달달 함 않아 종종 종종 방문 하게 평일 7시 방문 했는데 생각 손님 없어서 놀랐네요 달달 라떼 좋아하는 저 입맛 강추 입니다 제 메뉴 버터크림 라떼 업체 이름 하프 커피 파 미에 스테이션 점 주소 서울 사평대로 파 미에 스테이션 2 층 212 호 더 보기
17,133,4,아지트 공부 하는 많지만 ㅋㅋㅋㅋ 난 하지 않고 ㅋㅋㅋ 그냥 멍 때리기
17,134,4,nan
17,14,4,맛있는 드립커피 조용한 분위기
17,135,4,커피 굿 맛있다
17,136,4,웨이 팅 사진 차돌 떡볶이 떡 맛있다
17,57,4,자리 넓고 브런치 맥주 한잔 다 무난 히 가기 좋은 단
18,137,4,좋아하면 갈만 함 간식 아니면 사람 관심 딱히 안 줌 ㅋㅋㅋ 그래도 구경 하는 재미 있고 재미 있음 사람 안 붐비는 시간 가면 좋을듯 다만 입장료 가치 모르겠음
18,138,2,금액 대비 양갱 맛 안단 양갱 찾는다면 선물 용 좋으나 맛 잘 모르겠음
18,7,3,가격 ㅋㅋㅋ 접시 작아서 양도 금 말 ㅋㅋㅋㅋㅋ 다 들 테라스 싶어서 가는거 같습니다 예약 하고 웨이 팅 없이 가실 수 해 식사 메뉴 안 먹어서 모르겠고 초코 무스 디저트 먹을 만해 베이커리 류 진짜 비 추천 합니다 더 보기
18,139,4,한 모금 먹자 느꼈네요 이 곳 라떼 잘 어울리는 원두 쓰는 곳 걸 ㅎㅎ 전 얼 마셔 보니 라떼 참 잘 어울리는 커피 맛 였어요 다음 날 또 생각나서 연속 방문 했네요 ㅎㅎ 컵 플라스틱 좋았어요 라떼 맛집 이 없는데 이 곳 추천 합니다 더 보기
18,140,3,솔드아웃 못 먹고 옆 딸기 피스타치오 다쿠아즈 먹었는데 그닥 그랬음 뭔가 달지도 맛 없다고 하기도 애매한 맛 마들렌 같 지인 맛있다고 했지만 마들렌 그냥 보통 마켓 아이돌 편 보고 찾아갔는데 못 먹어 봐서 미리 전 예약 된다고 하네요 더 보기
18,141,3,주말 오후 5시 갔는데 정말 운 좋게 2 개 했습니다 여긴 예약 구입 하러 좋을것 같아요 요즘 소금 빵 여기저기 보는 이집 소금 빵 맛있긴 저 좀 빵 겉 좀 편이였네요 ㅎㅎ
18,142,2,무엇 여길 만든것 일까 그냥 생 도넛 크림
18,143,3,전반 디저트 별로 안 달아요 보이는 것 다르게 좀 건강한 느낌 랄 까 ㅋㅋㅋ 글루텐 프리 그런지 치즈케이크 나 스콘 류 주력 같긴 합니다 ㅋㅋ 디저트 종류 많은데 뭐 딱 주력 건 없어 보 좀 여기 주말 나름 단길 맛집 이라 웨이팅 저 평일 오후 가서 웨이팅 피 했지만 웨이 만 맛 아닌거 같아요 더 보기
19,144,5,가격 비해 커피 의외로 맛있어요
19,145,5,친절하시고 커피 맛있어요
19,146,5,항상 친절하시고 커피 맛있어요
19,147,5,사는 것 같은 아기자기하고 따뜻한 카페 커피 맛 분위기 청결 다 완벽
19,148,5,최고
20,149,2,넘 기대하고 실망 ㅜㅜ
20,150,5,아기자기하고 예뻐서 자주 가는 동 네 카페 비건 디저트 팔 요
20,151,3,디저트 테이크아웃 카페 아님
20,152,1,맛없는데 아이스크림
20,86,5,카페 너무 예쁘다
20,153,1,콘센트 다 막아 실화 진짜 ㅋㅋ 사장 앞 못 앞 절대 안 와요
20,154,3,상하 목장 초코 대 존맛 근데 와이파이
20,155,5,주인 부부 친절함
20,156,3,커피 맛있는데 노래 소리 너무 큼
20,157,5,주인 부부 친절함
20,158,5,홍콩 음식 첨 먹어 보는데 너무 맛있어서 깜짝 놀람 딴 꼭 초코 추가 해서 드세요 그리고 홍콩 레몬 아이스티 정말 맛있당 젊은 여자 사장 너무 친절하시고 상 매장 방문 이후 몇 번 생각나서 기분 좋아짐
21,159,3,nan
21,160,1,커피 마실 만 했으나 빵 케이크 위로 덮개 없는 것 매우 느껴졌다 물론 위생 유의 생각 하지만 빵 바로 옆 자리 배치 되어 있어 고객 먼지 등 위 수 있지 않을까 우려 됐다 동네 동네 만큼 예쁜 것 보고 방문 하는 사람 더 보기
21,161,2,커피 베이커리 모두 평균 정도 새로 장소 2 층 확장 공사 마치 영업 해서 가 봤다 내부 요즘 카페 볼 수 있는 여러 요소 모두 둔 감성 있는 공간 일 층 독 스피커 노래 있어 그 때 그 시절 생각 나고 즐거웠다 그러나 식사 조리 하는 과정 하는 매 캐 연기 인해 오래 불편함이 어지간하면 1 층 아니라 2 층 그것 공기청정기 쪽 자리 더 보기
21,162,4,집 근처 자주 방문 점원 분 아주
21,163,4,
21,164,4,늘 가는 스타벅스 공부 하기도 좋습니다
21,165,2,nan
21,166,2,아무리 에스프레소 바 이건 아니지
21,167,5,데 없이 훌륭한 카페 수많은 카페 중 하겠음 이미 많이 정말 더 사람 전 방문 하시는 것 추천
21,142,1,이렇게
21,168,4,nan
22,169,5,평일 갔더니 사람 없고 좋았어요 커피 맛있네요
22,170,5,신촌 이런 카페 생기다니 스럽네요
22,171,3,커피 맛 그럭저럭 알바생 불친절
22,172,5,정말 너무 친절하세요 모든 직원
22,173,1,꾸준히 직원 불친절한 곳 다른 곳 비해 직원 별로 음료 별로
22,108,2,호주 브런치 했으나 역시 우 정말 맛없고 기만 함 테이블 위 페퍼 않고 나옴 와플 갓 구 운 와플 기대하지 마세요 서비스 엉망 안 소리 울려서
22,174,1,커피 맛없어요
22,175,5,사장 너무 친절하세요 커피 맛있어요 스모 최고 ㅜㅜ
22,176,1,맛있다 갔는데 커피 맛없음
22,166,5,커피 맛있어요
22,177,2,커피 역시 맛있는데 쿠키 냉장고 있다가 나온 건지 차갑고 딱딱해요 원래 먹던 그 쿠키 맛 안나 신경 야할듯 해
22,178,5,커피 맛있어요 카페
22,179,3,보통
23,180,3,자주 이용
23,181,5,친절 깨끗 매장 크기 좁은데 3 층 있음 평일 불구 사람 많음
23,182,5,커피 맛 스벅 맛있음 사 장님 인상 좋고 심 카페 음악 선곡 카페 분위기 안 때 있음
23,183,5,음료 진짜 맛있음
23,184,5,음료 진짜 맛있음
23,185,1,자주 갔더니 그 뒤 편하게 생각 대충대충 하는게 보임 발길
23,186,1,파우더 밀크 티 텁텁 느끼함 가격 매우 저렴
24,187,5,추천 하는 찐 찐 찐 찐 찐 맛집 단골 예약 땅땅 땅
24,188,3,No no no 아 컨셉 반 먹고 들어가는 로빈 오늘 먹어 본 새우 크림 파스타 대충 비슷한 이름 단호박 피자 맛 진해서 뭐 뭐 잘 ㅋㅋㅋ 하하 하하 맛 좋았다 다음 번 좀 깔끔한 걸 시켜 봐야겠다
24,189,5,밀크 티 맛있음 ㅋ ㅋ
24,190,5,우지 말차 플랫 이 집 커피 잘 커피 맛있으니 이런 같은 메뉴 맛있음
24,191,5,커피 지고 있습니다 보이 탑승 하세요
24,192,5,딸기 라떼 아주 맛있습니다
25,193,5,넓고 쾌적함
25,194,5,맛있네요
25,195,5,손님 정말 직원 항상 친절해요
25,196,5,2 층 카공 하기 좋아요 커피 맛있는데 양 적음 ㅜㅜ
25,197,5,여기 사장 친절합니다
25,198,5,여기 사장 친절합니다
26,199,4,다 맛 나용
26,200,4,넓고 직원 친절하시고 커피 맛 좋아요
26,201,3,매장 쾌적해요
26,202,3,직원 친절하시고 디져트 종류 많아서 넘 좋은데 아인슈페너 넘 크림 느끼 느끼한 크림 맛 ㅠ
26,203,2,자리 불편 쓰
26,204,4,분위기 좋아용 사람 없으면 더 좋아요
26,205,4,여기 익선동 다른 카페 못 가봤어요 다른 곳 하면 여기 케이크 자꾸 눈 ㅠㅠ 무 도 다 먹어 봐야지 다른 곳 갈 수 있을 것 같아여
27,206,3,에이 드는 그냥 저 케이크 생각 무난
27,125,3,평점 낮아서 고민 했는데 나쁘진 않아요 재 방문 의사 딱히 없지만 밀크 티 무난 함
27,207,5,사장 짱 친절하시구 테린느 존맛
27,208,3,에이 드는 그냥 저 케이크 생각 무난
27,209,3,음료 무난 스콘 그냥 무난 저녁 시간 갔는데 안되는 메뉴 좀 있었어요
28,210,5,nan
28,9,3,nan
28,211,5,에스프레소 바
28,212,3,유명 세 걸 맞는 느낌 받을 수 생각 하면 기 대 너무
28,167,5,nan
28,213,5,카페 빛
28,214,4,디저트 하나 제대로 하는 곳
28,215,4,nan
28,81,4,nan
28,216,4,돈 잡아 볼 때 애매한 가 오픈 후 한 번 더 할 곳
29,217,3,기대했지만 기대 디저트 커피 맛있지 않았어요
29,218,4,라떼 맛있고 친절해요 화이트 톤 카페 깔끔하고 이뻐요 다만 의자 머리카락 좀 있던데 조금 더 신경
29,219,4,공간 깔끔하고 라떼 꽤 괜찮아요 테이크아웃 시 1000원 할인 점 마음 들어요
29,220,4,친절하고 블랙 밀크 티 맛있지만 특색 있지는 않아요
29,221,4,애플파이 맛있는데 포장 시 아이스크림 안 할인 해주셨으면 좋겠어요 애플파이 근처 올 때 또 싶어요
29,222,4,감자 스프 해산물 뇨끼 참 맛있었는데 치즈 파스타 별로 였어요
29,223,4,저렴한 가격 크로 플 최고 아이스크림 꼭 추가 야해요 인사 좀 해주세요
29,224,4,크로 플 위 아이스크림 정말 쫀득 맛있어요 의외로 회전 율
29,225,4,헤이즐넛 먹었는데 많은 리뷰 같이 감동 아니고 그냥 일반 라떼 같았다 그러나 하고 많은 사람 감탄 하는 이유 다음 번 다른 메뉴 먹어 봐야겠다
29,131,4,새로 봐요 가격 괜찮고 양 많아서 좋아요 인스타 요거트 사진 많이 좋겠어요 주문 할 때 참고
29,226,4,맛있는데 너무 느려요 음료 종류 더 좋겠어요
29,227,4,친절하시고 크로 플 괜찮아요 다만 커피 크로 플 쏘 편
29,228,3,100% 우유 빙수 아니라서 밍밍 해요
30,229,5,커피 케이크 다 진짜 맛있는 곳 분위기 게임 완벽한 4 합
30,230,5,인생 카페 좀 작 너무 맛있고 저 브라우니 미쳤어요 아메 진짜 깔끔하게 맛있어요
30,231,5,이미 너무 여러 번 간 내 아인 슈페 너 탑 3 중 1등
30,232,5,오 최고 카페 ㅠㅠ 크림 브륄레 커피 빵 종류 다 너무 맛있어요
30,233,5,샌드위치 그릭 요거트 샐러드 커피 다 맛있는 맛집
30,234,5,너무 맛있는 아인슈페너 분위기 좋은 쾌적한 카페
30,235,4,카페 뷰 분위기 일단 너무 이쁨 평일 기준 점심시간 좀 끝 나갈 때 사람 그때 가는거 추천 창가 눈치 아메 개인 내 취향 아니지만 베이글 쫄깃 단 짠단 맛있었음
30,214,5,딸기 다쿠아즈 까눌레 진짜 최고 또
31,236,3,라떼 종류 편이 뜨겁게 미리 말 해야 할 것 같아요 주말 사람 많고 넘 시끄러워서 비추 천합니다
31,58,5,속이 라떼 아트 갓 벽
31,237,4,여 호 페너 진짜 맛있고 창 커 여름 문 열어 고 힐링 노래 좀 틀어주면 맨날 갔음
31,238,4,단호박 떡볶이 먹었어요 양 많아서 둘 남겼습니다 자극 소스 단호박 치즈 넘 맛있어요
31,239,5,라떼 진짜 맛있어요 ㅠㅠ 그냥 우유 왜 오 트 라떼 맛 고소한 맛 라떼 맛집 생겨서 너무
31,240,5,말 해 뭐해 제 기준 원 탑 카페 나 알 싶은 곳 ㅠ 요거트 세계 이 곳 입문 매 달 바뀌는 과일 메뉴 진짜 맛있고 계절 빠르게 바뀌고 있다는 걸 이 곳 경험 하실 수가 있습니다 커피 메뉴 없지만 커피 더 음료 드실 수가 있다고 합니다 더 보기
31,241,4,특이한 음료 메뉴 많아서 좋고 케이크 달 않고 맛있는데 크림 좀 모아에서 식빵 크림 맛
31,215,5,nan
31,204,5,자리 조금 불편하긴 했지만 카토 너무 맛있네용
31,242,5,엥 진짜 커피 너무 너무 맛있고 앙 버터 입 녹는 맛임 바게트 진짜 하 부드럽고 짱 맛임
31,24,4,맛있고 공간 좋아요
32,70,3,커피 맛 좋다 카페라떼 고소하고 맛있다 정말 단점 가격 전 메뉴 1000원 한번 더 생각 할 수 도
32,243,3,근데 유럽 같고 커피 이즈 사진 값 포함
32,86,3,재밌네 아아 맛있다 4500원 아아 성 카페
32,244,4,솔직히 가격 파인애플 통 들어가니 괜찮은 것 같기도 하지만 비싼 느낌 어쩔 수 없다 그래도 눈 한번 가볼만 한 곳 가게 넓고 좋음
32,245,4,바닐라 라떼 jmt 라떼 맛집
32,246,4,노랑 노랑 분위기 귀여워서 좋아용 아이스크림 상콤 한 데 상콤 한 거 좋아하면
32,247,3,커피 너무 써요 물 먹었다구요 임
32,18,3,후기 매우 난 딸기 크림 크루 상 맛있게 먹었음 근데 가격 비쌈 ㅜ 가격 생각 하면 그저 그렇고 사람 너무 많다
32,248,4,동네 카페 놀러 오는 사람 내 간 시간 사람 너무 많아서 화 같았다 아메리카노 괜찮음 보통 크로 플 많이 하다
33,217,4,디저트 인절미 흑임자 둘다 시켜서 먹었는데 하나 닥 흑임자 ㅠ 커피 그저 그럼 근데 커피 여기 가는거 ㄱㅊㄱㅊ
33,249,1,이렇게 맛없는 커피 또 처음 요
33,18,4,야외 있어서 좋네요 모든 것 쏘 쏘
33,209,4,재 방문 플랫 화이트 맛있어요 ㅠㅠ
33,250,5,커피 정말 맛있네요
33,251,3,여기 ㅠㅠ 영업 ㅠㅠ 옆 너
34,252,4,카페 이쁘고 맛 괜찮은 편임 디저트 조금 같긴한데 맛있어서 괜춘 참고 아이스크림 애플 크 럼블 티라미슈 맛남
34,253,4,평일 갔더니 좋았음 자리 대부분 불편 북적 일 때 피 할것 같긴 함 그래도 나름 골목길 속 분위기 있는 장소 였음
