0,1,2,3
10,66,1,직원 알바 싸가지 없음 간다 커피 디저트 맛 더럽게 없음
11,67,5,아 마스 빈 최고
11,68,4,음료 많고 그냥 머 쾌적하고 ㄱㅊ 디저트 뭐시기 엄청 맛있었음
11,69,5,인스타 갬 성 아메리카노 마싯음
12,70,3,깔 끔 2 층 넓음 그렇지만 그 공간 다 수많은 사람 약간 시끌시끌한 분위기 외부 테이블 간격 그리 넓지 사람 카페 앞 사진 한장 민망함을 덤 수 있음 매장 전체 신경 쓴 느낌 들고 사진 찍기 좋고 화장실 깔끔해서 마음 들었음 유리창 커서 햇볕 잘 들어오고 시끌시끌한 것 왠지 느낌 디저트 종류 많았고 가게 중간 쯤 있는 테이블 위 원하는 걸 손님 계산 하는 형식 이었음 근데 사람 그렇게 많고 그렇게 시원한 온도 덮개 없고 시설 당연히 없이 그냥 소품 있어서 회전 율 얼마나 모르겠지만 생크림 있는 디저트 다른 형식 진열 되었으면 좋겠음 맛 무난 했고 가격 비싼 편 같음 더 보기
12,71,4,넓고 쾌적 깔 끔 직원 친절하고 공부 하기에도 대화 하기에도 좋음
12,72,1,가서 사람 많고 정신 없어 보이긴 했는데 너무 불친절했음 알바생 주문 실수 해서 다시 여쭤 보 표정 바로 앞 다른 알바생 얘기 오히려 내 진상 거 대해 눈치 보였음 ㅠ
13,73,4,공간 너무 예쁘고 디저트 맛있어요
13,74,4,레트로 분위기 너무 좋구 직원 친절하 심 디저트 음료 좀 단편 오래된 건물 화장실 매우 아쉽
13,75,2,작업 할게 있어서 노트북 잠깐 갔는데 자리 잡고 계산 다 하고 나서 노트북 노트북 하면 안된다 규 그럼 포장 해주세요 하니 푸딩 포장 인스타 노트북 공지 없고 들어갈 때 말 해줬으면 하는 아쉬움 있네요 분위기 때 좋았구 푸딩 맛있어요 더 보기
13,76,3,아는 카페 직원 추천 갔는데 공간 깔끔하고 친절하시나 커피 맛 크게 못 느낌 다음 드립 먹어 바 지
14,77,5,인스타 감성 사진 찍기 커피 가까운 걸 추천 커피 정말 맛있음 아랫 분 친절함은 덤 감성 과잉 이런 곳 바라면서
14,78,5,인스타 감성 사진 찍기 커피 가까운 걸 추천 커피 정말 맛있음 아랫 분 친절함은 덤 감성 과잉 이런 곳 바라면서
14,79,1,한 개도 아깝다 사람 많은 거 이해 주문 거 이해 다 포장 주문 했으나 매 나옴 시간 없으니 그대로 옮겨 담아서 빨리 수 있게 해 달랬더니 더 기다려 본인 실수 거 처리 해주던지 정이 떨어진다 다시는 안 간다 행주 널 파리 두 마리 앉아있더라 더 보기
15,50,1,맛 양은 게 많이 하는데 그게 다임 ㅋㅋ 요리 잘 하지도 못 하지도 않 눈 친구 걍 고기 싸 제 소스 발라 맛임 ㅋㅋㅋ 이런게 개맛 잇는 사람 좀 많이 먹고 더 보기
15,68,1,웬만하면 카페 서비스 불만 않는 편 살면서 가본 카페 중 제일 불친절해요 왜 저렇게 내내 신경질 난 처음 본 사람 하는 생각 안 들어요 일 하기 싫으면 관 두면 될 것 같은데 사장 도 이상하고 직원 도 이상한 불친절 임 더 보기
15,80,5,진짜루 맛남 사장 친절하 심
16,77,4,nan
16,78,4,nan
16,81,3,nan
16,82,4,미숫가루 빙수 굿 수제 팥 추가 가능
16,83,3,노원역 근처 생각나는 카페 붐비는 여기 ㅠ
16,84,3,동네 늦은 시간 갈 수 있는 카페 새벽 1시 주차 가능
16,85,3,nan
16,86,3,카페 그린티 마시며 충 동 구매
16,87,3,무난 맛 예쁜 플레이 팅
17,88,5,nan
17,89,5,가본 스벅중 직원 젤 친절 보스 관리 잘 되고 깨끗함 근데 와이파이 문제 될 정도 아닌거 같아용
17,90,5,화장실 깔 끔 내부 괜찮아요
17,91,5,공부 하러 갔는데 분위기 괜찮았어요 직원 친절하세요 짱
18,92,3,티 종류 맛 나는데 어느 순간 아아 맛 없어짐 산미 있던 아아 그냥 맹물
18,93,5,친절하세요
18,94,4,자주가는데 어느 스벅 같이 다 들 친절하신데 리뷰 왜 이리 몰겠네요
18,95,5,친절하고 맛있어요
19,69,1,재 방문 의사 없음
19,96,3,시설 깨끗하고 직원 친절함 문제 2 층 와이파이 많이 안 좋은 것 같음 10분 10분 끊기고 반 노트북 핸드폰 둘 다 그럼 더 보기
19,97,2,2 층 스모 관리 좀더 해야겠다 담배 냄새 너무
20,98,4,조용해서 좋은 카페
20,99,4,브라우니 맛집 임
20,100,3,아이스 라떼 맛있음 얼그레이 케잌 기본 함 카페 자체 조용하고 편안하게 책 읽을 수 있어서 좋음
20,101,5,도구 치즈 프레첼 아아 환상 조합 쇼파 최고
20,102,3,뭔가 아주 약간
20,103,4,nan
21,104,5,맛있음 와플 집 후기
21,105,5,커피 맛있고 사장 너무 친절하세요
21,106,5,드립 정말 맛있고 직원 친절해요
21,107,1,밤 일 하는 키 큰 여자 겁나 불친절
21,108,1,여자 매니저 너무 불친절
22,109,4,오래 된 건물 개조 특이한 공간 구조 좋았지만 음료 개선 필요 ㅠ 계단 히 어른 어린이 함께 혹은 힐 분 있으신 분 않다
22,110,4,공간 디자인 통일 감 보이지 않지만 어느 곳 재미있을 곳 구수한 맛 원두 내린 플랫 화이트 맛있었고 다소 가벼운 원두 내린 아메리카노 별로 였다
22,111,5,해 비 좋을 것 같은 한 옥 개조 새것의 대비 좋고 것 같은 중정 굳이 비워 시각 공간 좋았다 내부 조금 게 아쉽지만 방문 시간대 사람 붐비지 않아 다행
22,112,5,스타일 분위기 음악 개취 서비스 커피 맛 모두 만족 덤 상시
22,113,4,여기 음료 다른 곳 조금 더 비싼 편 복분자 음료 맛 옛날 주택 그대로 살린 주택 환기 좀
22,114,4,다 일몰 맛집 하나로 승부 직원 친절 플랫 화이트 괜찮은 편 블랙 라떼 곡물 라떼 같은 맛 아님 좌석 벤치 없으니 편히 의자 소파 기대 일몰 환상 하지만 한 폭 액자 같은 전망 바라볼 수 있다 전망 그렇게 않다는 건 함정 차 없이 가기 힘든 위치 그 잔 와인 조금 그래도 카페 파는 커피 퀄리티 생각 하면 충분히 만족할 수 있는 곳 더 보기
22,115,4,오월 종이 빵 만들고 리브 레 커피 파는 곳 꽤 규모 크고 높은 천장 소음 제법 울 린다 커피 좋고 영등포 타임스퀘어 연결 되어 있지만 주차 혜택 없음 원두 구매 가능
22,116,4,오월 종이 빵 만들고 리브 레 커피 파는 곳 꽤 규모 크고 높은 천장 소음 제법 울 린다 커피 좋고 영등포 타임스퀘어 연결 되어 있지만 주차 혜택 없음 원두 구매 가능
22,117,5,몇몇 불친절하다는 리뷰 조금 신경 했지만 다행 나 성공 브런치 비건 메뉴 없어서 서빙 하시는 분과 해 와인 잘 맞는 비건 메뉴 권 해주셨다 파티 오 안 기분 좋은 평일 11시 입장 매장 밖 절반 정도 테이블 12시 반 부터 웨이 팅 시작 더 보기
22,118,5,커피 듁스 커피 취급 파이는 비주 얼 좋아서 시켜 많이
22,119,4,펠트 커피 역시 내 입 잘 맞다 직원 딱히 불친절 하긴 그렇지만 내 다녀 본 펠트 커피 중 가장 펠트 맞지 않는 느낌
22,120,4,이런 카페 파 미에 스테이션 안 있다는게 아쉽다 음식 부리는 것 좋아하진 않지만 버터크림 커피 맛 궁금해서 들렀는데 한두 번은 더 맛볼 수 있을 것 같다 ㅎㅎ 매장 사람 없어도 조금
22,121,4,전망 좋은 곳 커피 한잔 그림 덤
23,122,3,레몬 케이크 맛있어 염 ㅇㅅㅇ 크로 플 도 시켰었는데 좀 딱 딱
23,123,4,맛있는데 테이블 너무 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
23,124,5,홍대 가면 마지막 꼭 들르는 곳 ㅠㅠㅠ 고양이 있구 음식 갠 유 여러 번 가도 변함 없어서 더 좋음
23,125,5,커피 음료 다 맛있고 직원 넘
23,126,4,커피 맛남 디저트 살짝 아쉽 네 용 ㅠ
23,127,3,쏘 용
23,128,4,오늘 케잌 맛있어
23,129,5,와플 존맛
23,130,4,커피 쏘 쏘 디저트 맛있어용
23,131,4,케잌 맛있어용 강아지 있음 ㅇㅅㅇ
24,132,5,친구 좋아하는 카펜데 좋네요
24,133,5,최고 댕댕 있어요 맛있고 친절하세요
24,134,5,짱 맛있고 짱 친절하 심 애플 크 럼블 드세용 인테리어 존예
25,135,3,soso 평범한 맛 그 이상 이하 무난 집
25,136,4,커피 괜찮고 케이크 맛있었어요 근데 의자 너무 너무 불편하고 바닥 나무 사이사이 쓰레기
25,137,5,진한 라떼 맛있게 먹고 갑니다 양 함 주말 사람 많지만 평일 낮 여유롭게 있을 수 있을 것 같아요
25,138,3,커피 괜찮음 근데 매장 너무 좁아서 테이크아웃 했어요 ㅠㅠ
26,139,1,ㅋㅋ 저 메 커피 오픈 매장 근무 있는데 바쁘다고 해도 기본 너무 ㅋㅋ 평일 오전 9시 커피 머신 안경 쓴 남자 알바생 커피 씻어내고 다음 원두 그 라인 드 커피 찌꺼기 안 바로 원두 받고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 그러니까 커피 맛 맛 진짜 사장 교육 제대로 해주세요 더 보기
26,140,5,너무 친절하시구 핸드 드립 커피 너무 맛있구 나 알고싶은 작고 소중한 업 사이드 커피 뚝섬 점
26,141,5,너무 친절하시구 핸드 드립 커피 너무 맛있구 나 알고싶은 작고 소중한 업 사이드 커피 뚝섬 점
26,104,3,평범해요
27,142,5,커피 정말 맛있고 음악 좋습니다 아담하지만 조용한 분위기 좋습니다 최애 카페 입니다
27,143,5,커피 맛있고 조용한 분위기 좋습니다
27,144,5,고 즈 넉 조용합니다 팔 시간여행 온 느낌 커피 맛 좋고 앉아서 작업 하기도 좋습니다
28,145,1,컵홀더 없어서 주지 못 말
28,146,5,직원 다른 스벅 비 해서 친절해서 너무 좋아요 다만 벽면 쪽 자리 콘센트 더 많이 배치 해주셨으면 좋겠습니다 사람 비해 콘센트 턱 없이 ㅠㅠ
28,147,5,사장 친절하고 카페 분위기 좋아요
29,148,4,2 층 넓고 에어컨 빵빵 와이파이 잘 됨 근데 여름 되니 모기 넘 많음 ㅠ 오늘 5 함
29,145,3,장점 저렴함 넓음 2 층 있음 남녀 화장실 분리 콘센트 많음 창가 유리 큼 단점 와이파이 구림 2 층 거의 안 1 층 가끔 일 때 있음
29,149,4,공간 작 커피 맛있음
29,150,5,조용하고 분위기 좋은 편
29,151,4,공간 넓고 시원함 오드리 초코 케익 너무 작음
29,152,3,거리 두기 4 단계 휴무 듯
30,153,5,마카롱 맛있던데 만족
30,154,5,정말로 좋아하고 애정 하는 디저트 맛집 입니다 치즈케이크 정말 최고 입니다
30,155,4,맛 좋은데 매장 상 좁다 포장 배달 추천
30,156,5,인생 에그타르트 마카롱 짱 맛
30,157,5,굿
31,50,4,정석 브런치
31,158,5,파니니 짱 맛
31,159,4,맛있긴한데 양 ㅜ 너무 ㅜ 적어요 ㅠㅜㅜ
31,160,5,존맛 탱
31,161,5,세상 친절하 심 다른 스타벅스 직원 거의 다 친절하신데 대부분 그 중 탑
31,51,4,웨이팅 오
32,162,5,평일 손님 없어 우리 끼리 맛있게 먹었네요
32,163,3,아메리카노 천원 어떤 맛 일까 싼 커피 비싼 커피 다 이유 ㅎ
32,164,3,약 속 때문 방문 커피 한 모금 마시고 다 버림 ㅠ
32,165,3,커피 맛 없고 오 트 라떼 괜찮아요 쿠폰 사용 목적 스벅 오네요
32,166,4,친절하고 커피 괜찮아요
32,167,2,핸드 드립 맛 ㅜ 함께 간 지인
32,168,5,친절하고 아이스크림 맛 요
32,169,5,아이스크림 맛 요
33,50,5,에그베네딕트 굿
33,54,4,햄버거 굿
33,30,4,블렌드 맛있음 얼그레이 파운드 케잌
33,170,4,샌드위치 괜찮음
33,51,5,예쁜 플레이 팅 브런치 굿
33,171,4,아보카도 샌드위치 굿
33,172,4,뷰 밀크 티 not bad
33,173,4,깔끔한 분위기
33,119,4,라떼 괜찮음
33,138,4,베이글 굿
33,121,4,때 오면
34,174,3,nan
34,98,5,nan
34,175,4,음료 저렴
34,176,5,nan
34,177,3,nan
34,178,4,nan
34,179,4,nan
34,180,3,사람 늘 많아 자리 없음
34,47,4,nan
34,181,5,nan
34,182,2,nan
34,183,5,nan
34,184,3,넓은 도서관 같고 케익 맛있다 가격 보통
34,185,3,넓은 도서관 같고 케익 맛있다 가격 보통
34,186,5,nan
35,187,5,따뜻한 감성 카페 마카롱 맛집
35,123,4,문래동 스콘 맛집 인정 합니다 인테리어 이런게 맛 큰 기대 없었는데 너무 맛있네요 버터 식감 느껴질 정도 버터 듬뿍 듬뿍 들어가있어서 더 부드럽고 맛있어요 견과류 들어가있어서 식 감도 좋고요 맛 나면서 최고 들어가는 맛 이 랄 까요 음료 솔트 카라멜 라떼 주문 했는데 이 날 솔트 카라멜 라떼 그냥 쏘 쏘 했고 스콘 진짜 맛있었습니다 맛 최고 문래동 찾으 추천 드려요 다만 의자 좀 불편합니다 #문래동카페 더 보기
35,188,4,아기자기한 귀여운 카페 연유 라떼 바닐라 아이스크림 귀여운 올라간 달다어요 라떼 비주 얼은 마치 I like 파르페 달달 맛 매력 라떼 였어요 애플 크로 플 도 너무 맛있었어요 사장 너무 친절하시고 귀여운 인형 반겨주는 신림역 근처 카페 추천 제 메뉴 달다어요 라떼 아플 크로 플 밀크 티 업체 이름 달다어요 주소 서울 신림로 길 1 층 더 보기
35,189,2,맛 없지만 너무 귀여운 곳
35,190,5,밀크 티 맛있어요 분위기 좋 공
35,34,3,"마실까 하다가 티라미수 라떼 주문 했습니다 무인 주문 기 사용 그런데 제 생각 했던 라떼 콜팝 티라미수 따로 라떼 먹는 그런 거 였어요 기발하다 기발하다 티라미수 맛 라떼 줄 알았는데 쓴 라떼 맛 좋아하시면 추천 드릴게요 저 달달 한 걸 좋아해서 제 입맛 안 다음 번 아주 달달 초코 라떼 주문 아메리카노 1,500원 저렴 직원 친절하시고 음료 빨리 나오는 편이 굿 다음 다시 재 방문 해보려구요 더 보기"
35,191,4,"크림 뷔릴레 마카롱 2,500원 망고 플레이 트 덕분 알 된 마카롱 집 쁘띠 크 망고 플레이 트 잇 구매 하면 마카롱 2,500원 밥 먹고 부담 않은 간단한 디저트 먹기 좋은 마카롱 앙 버터 순수 우유 먹어 보고 이번 3 쁘띠 크 마카롱 크림 뷔릴레 마카롱 버터 바닐라 크림 맛 진하게 취향 저격 입니다 꼬끄 겉 바삭 뚱카롱 안 부드럽고 촉촉 샤 수 길 마카롱 맛집 추천 드려요 맛있음 더 보기"
35,192,5,친절
35,193,5,친절하셨어요
35,194,4,근처 카페 #내돈내산 1 차로 피자 먹고 2 차로 근처 카페 찾다가 우연히 된 카페 너무 친절해서 좋았습니다 그래서 후기 희 희 커피 커피 요거트 스무디 과일 주스 티 쿠키 등등 메뉴 아주 그래서 그런지 배달 주문 많이 들어오는 것 같았어요 사장 직원 잘 모르겠지만 너무 친절하셔서 좋았구요 번창 하시길 바랍니다 제 메뉴 주스 업체 이름 쏭 카페 주소 서울 강남대로 8 길 더 보기
35,195,5,샤 수 길 요거트 맛집 요즘 샤 수 길 이 많이 생기는 것 같아요 요거트 사랑 하는 사람 너무 행복하네요 하하 예전 카페 있던 공간 요 귀여운 요거트 가게 후기 좋았던 요 샌 드디어 먹어 봤습니다 오랜 시간 유당불내증 있는 사장 맛 나게 꾸 덕 고소한 요거트 무슨 맛 일까 요 트 그릭 데이 등등 다양한 요거트 먹어 봤는데 제 입 가장 느껴진 요거트 요 꾸 덕 고소한 맛 아주 좋아 사랑 해 다른 곳 다 맛있지만 취향 저격 요 샌 토핑 그 캐슈넛 피칸 호박 넣었습니다 제 사랑 하는 견과류 가득 가득해서 너무 좋았구요 양도 많아서 한 그릇 먹으니 너무 다이어트 좋을 다음 치즈케이크 베리 베리 먹어 보려고요 관악구 주민 직장인 학생 샤 수 길 건강하고 맛있는 요거트 집 신다면 추천 드립니다 직원 너무 친절하셔서 더 좋았어요 늦게가면 솔드아웃 먹을 수 없는 핫 곳 이 다 주차 주변 공 영 주차장 구청 가능합니다 더 보기
35,37,3,"마실까 하다가 티라미수 라떼 주문 했습니다 무인 주문 기 사용 그런데 제 생각 했던 라떼 콜팝 티라미수 따로 라떼 먹는 그런 거 였어요 기발하다 기발하다 티라미수 맛 라떼 줄 알았는데 쓴 라떼 맛 좋아하시면 추천 드릴게요 저 달달 한 걸 좋아해서 제 입맛 안 다음 번 아주 달달 초코 라떼 주문 아메리카노 1,500원 저렴 직원 친절하시고 음료 빨리 나오는 편이 굿 다음 다시 재 방문 해보려구요 더 보기"
35,196,5,스 페니 쉬 라떼 짱 맛있어요
35,120,5,달달 라떼 트렌디 느낌 #내돈내산 달달 라떼 먹고싶을 때 생각나는 하프 커피 오랜 만 파 미에 스테이션 자주 가시는 분 다 들 아는 그 곳 coffee 이 곳 간다 단연 이 메뉴 하프 커피 버터 크림 라떼 하프 사이즈 커피 하는 only ice coffee 가격 값 하는 커피 생각 해요 달달 묵직한 크림 버터 스카치 캔디 맛 합쳐진 달달 함 않아 종종 종종 방문 하게 평일 7시 방문 했는데 생각 손님 없어서 놀랐네요 달달 라떼 좋아하는 저 입맛 강추 입니다 제 메뉴 버터크림 라떼 업체 이름 하프 커피 파 미에 스테이션 점 주소 서울 사평대로 파 미에 스테이션 2 층 212 호 더 보기
36,197,4,그냥 동 네 빵집 연유 빵 먹으러 가요 맨날 품절 다른거 사오는데 그닥 맛있는지 잘 모르겠어요 ㅠ 연유 빵 넘나 맛
36,198,2,nan
36,199,5,맛있어요 비 오는 날 가면 분위기 너무 좋음
36,200,5,웨이팅 더 이상 없지만 맛
37,201,4,마들렌 카스테라 크기 시중 판매 조금 큰 편입 니당
37,202,5,크로 플 대한 인식 바꿔 준 맛 다음 가면 기본 크로 플
37,203,2,맛있기보다는 무난 느낌 직원 친절해요
38,204,4,잘 익은 수플레 감동 이었음 안 딸기 좀 아쉬움
38,205,1,그냥 달 뻑뻑 했음
38,206,2,맛 그냥 시장 파바 팔 듯 맛 근데 그런 맛 가격 높고 웨이팅 김 우유 크림 제일 맛있음
39,207,2,클럽 사워크림 치킨 샌드위치 먹었어요 가격 대비 낫다 생각 됩니다 사워크림 치킨 크림 치즈 맛 굉장히 제 아는 사워크림 맞나 싶었습니다 메리 하하 더 건강한 맛 이긴 합니다 1 개 먹어도 건 모르겠고 간식 정도 입니당 더 보기
39,208,4,애정 하는 뚱카롱 맛집 쌀쿠아즈 빵 과 필링 안 어울려요 빵 너무 ㅠㅠ 하지만 뚱카롱 정말 맛있어요 생 과일 거 제외 냉장고 숙성 되면 더 맛있더라고요 냉동 실 살짝 해동 해서 먹어도 굿굿 초코 종류 주로 먹고 블루베리 치즈케이크 추천 해요 더 보기
39,206,4,2 방문 처음 갔을 땐 우유 생크림 먹고 그닥 두번째 방문 초코 푸딩 먹었는데 맛있었어요 근데 제거 크림 가득 안 든 여 초코 푸딩 초코 푸딩 맛 났어요 그게 빵 안 맛있을 수 저 개인 도넛 크로와상 맛있더라구요 크로와상 맛 났는데 두번째 갔을 때 없어서 오레오 크로와상 샀는데 크림 살짝 했지만 빵 자체 맛있어요 키 오스 크 도입 하셔서 주문 더 빠르고 되면 좋을 것 같아요 내부 공간 좁아서 아쉽 아예 테이크아웃 매장 만드시는 것 방법 일 듯 더 보기
39,200,2,흑 당 버블 밀크 티 흑 당 티 라떼 다른 건가 봐요 5월 먹었는데 이제 알았어요 흑 당 버블 밀크 티 그냥 생 우유 베이스 듯 다음 홍차 베이스 흑 당 버블 보바 짠 크기 다른데 짠 조 잘 안 씹히고 자꾸 별로 였어요 더 보기
40,209,5,커피 맛있고 쿠키 진짜 촉촉하고 너무 안 달
40,210,4,카페 호텔 디저트 맛보고 싶다면 추천
40,211,4,코코아 세상 제일 맛있게 하는 카페
41,212,3,민트 음료 각종 민트 디저트 다양하다 민트 초코 좀 달았지만 케이크 채 촉촉하고 민트 우유 찰떡 궁합 대 체적 단편 듯 더 보기
41,213,3,직접 생크림 무 재료 쓰는 곳 케이크 좀더 함 그래도 맛있게 먹고 나왔다
41,80,4,레 치즈케이크 입 크림 한 식감 진한 치즈 맛 그리고 밑 과자 부분 너무 맛있었다
41,118,4,카페 분위기 좋고 무엇 마리아 티 디저트 같이 즐길 수 있어서 ㅎㅎ 다른 메뉴 도전 고픈 곳
42,162,5,nan
42,214,5,멋진 공간 독특한 경험 함께 할 수 있어 커피 맛있었는데 상큼 수제 티 정말 맛있었어요 야외 공간 즐길 수 있어서 계절 잘 즐기고 왔네요
42,215,4,nan
42,216,5,나 아지트 곳 차 드시면 예쁜 로얄 찻잔 탁트인 2 층 한 클래식 음악 이면 고급 진 점심시간
42,217,5,가벼운 점심 먹기 참 좋아요
43,218,4,작 조용하니 디저트 맛있고 커피 업 사이드 원두 깔끔하니 맛있어요 창가 자리 앉아 하늘 구경 하기도 좋고 책 읽기도 좋은데 다만 재 방문 했을 때 사장 지인 단체 계셔서 뭐랄까 아무 눈치 주지 않았지만 괜히 눈치 보이는 기분 이었 ㅠㅠ 나중 재 방문 할거면 낮 조용할 때 쯤 ㅠ 더 보기
43,219,4,고 즈 넉 분위기 좋네요 혼자 좋을 것 같고 친구 수다 떨러 가기 좋을 듯
43,220,4,갈 때 자리 없어서 아쉬웠는데 주말 이른 시간 방문 운 널널 해서 조용히 공간 즐길 수 있었다 점심시간 전 이른 시간 방문 하길 추천
44,221,3,좀 일찍 오픈 하길
44,222,3,요즘 커피전문점 문제 학생 거기 공부 한다 아니 집 놔두고 4 인 혼자 차지 뭔 짓 다리 아프고 바깥 의자 더 보기
