name,address,user_id,rating,review,cafe
공차 명동역점,충무로1가,1034meq,1.0,알지 왜 1 갠지?,공차 명동역점 충무로1가
네로우패스,한남동,1034meq,1.0,답답하다,네로우패스 한남동
브라이언스커피,도곡동,1034meq,1.0,조대,브라이언스커피 도곡동
스타벅스역삼역점 역삼역점,역삼동,1034meq,5.0,,스타벅스역삼역점 역삼역점 역삼동
커피인류 대치은마점,대치동,1034meq,1.0,도착후 조리,커피인류 대치은마점 대치동
코지리틀,양재동,1034meq,1.0,조대,코지리틀 양재동
널담은공간,용산동2가,103hblo,5.0,좋은 뷰와 독특한 액티비티를 할 수 있단 것만으로 방문해야할 이유는 충분하다. 1년전에 보낸 엽서가 현재의 나에게 잘 도착했을때의 소소한 기쁨은 덤,널담은공간 용산동2가
다움,부암동,103hblo,2.0,인테리어는 올드하고 음식은 요리가 아닌 조리식품이 나온다. (주문하고 5분만에 나오길래 알았음) 많은 맛집을 돌아다녀봤지만 이렇게 근본없는 맛에 높은 평점을 받은 곳은 처음 봅니다.,다움 부암동
더스팟패뷸러스,명동2가,103hblo,3.0,"예쁜 곳은 역시 너무 붐비는구나..
커피가격이 조금 ㅅ r악합니다",더스팟패뷸러스 명동2가
로코랩,수송동,103hblo,4.0,도심속 정원 느낌. 사진도 잘나오고 나름 루프탑도 있으나 스콘이 맛없고 철학이 미약한 카페,로코랩 수송동
맥심플랜트,한남동,103hblo,4.0,"솔직히 깔 게 없는 곳


*더 많은 맛집 정보는 폴더구독
더보기",맥심플랜트 한남동
쿠카쿠 문정로데오점,문정동,103hblo,2.0,"쿠카쿠 치아바타 절대 먹지마세요
다시한번 말합니다
세상에서 가장 맛없는 치아바타 납품받아 대충돌려서 내놓습니다. 미각을 잃기싫다면 절대 먹지마십시요.
더보기",쿠카쿠 문정로데오점 문정동
메가엠지씨커피은평신사고개점,신사동,103km7t,5.0,여기만 텀블러 가져가면 100원 주십니다!!,메가엠지씨커피은평신사고개점 신사동
빽다방 응암역점,신사동,103km7t,1.0,여기서 샷추가 하면 바로내린거 말고 남는샷 줌,빽다방 응암역점 신사동
빽다방공덕새창로점 공덕새창로점,도화동,103km7t,5.0,여기 아이스티가 진짜 찐임,빽다방공덕새창로점 공덕새창로점 도화동
앤디스커피,서교동,103km7t,3.0,오우 커피맛은 좀..,앤디스커피 서교동
옹근달,성수동2가,103km7t,5.0,직원분들이 친절해서 좋았어요!,옹근달 성수동2가
이디야커피 새절역점,신사동,103km7t,4.0,베이커리는 12시 이후부터 가능,이디야커피 새절역점 신사동
고이,가회동,106s6d8,4.0,,고이 가회동
고이북촌,가회동,106s6d8,4.0,,고이북촌 가회동
다아는커피,석관동,106s6d8,3.0,,다아는커피 석관동
설나루,방학동,106s6d8,4.0,"미숫가루 빙수 굿!
수제 팥 추가 가능.",설나루 방학동
시드누아노원본점 노원본점,상계동,106s6d8,3.0,"노원역 근처 생각나는 카페가
붐비는 스벅빼곤 여기뿐이라니-_ㅠ",시드누아노원본점 노원본점 상계동
와겐커피 방학점,방학동,106s6d8,3.0,"동네에서 늦은시간 갈 수 있는 카페.
새벽 1시까지. 주차가능.",와겐커피 방학점 방학동
우리동네커피집,도봉동,106s6d8,3.0,,우리동네커피집 도봉동
커피킹 아차산점,중곡동,106s6d8,3.0,"카페그린티 마시며,
귀걸이 충동구매!",커피킹 아차산점 중곡동
톨릭스,도곡동,106s6d8,3.0,무난한 맛. 예쁜 플레이팅.,톨릭스 도곡동
곰발커피,내수동,109ljhu,4.0,조용해서 좋은 카페,곰발커피 내수동
라포레스타,동교동,109ljhu,4.0,브라우니 맛집임,라포레스타 동교동
맥널티커피팩토리,연희동,109ljhu,3.0,아이스라떼 맛있음. 얼그레이 케잌은 기본은 함. 카페 자체가 조용하고 편안하게 책 읽을 수 있어서 좋음!,맥널티커피팩토리 연희동
바늘카페,연희동,109ljhu,5.0,"뜨개질 도구와 치즈프레첼, 아아의 환상적인 조합 +쇼파자리 최고",바늘카페 연희동
샐리청,망원동,109ljhu,3.0,뭔가 아주 약간 부족했당,샐리청 망원동
제대로커피,체부동,109ljhu,4.0,,제대로커피 체부동
와플대학 홍대점,동교동,10aqjfb,5.0,맛있음 와플집에 라멘후기 남기지마라,와플대학 홍대점 동교동
원오브씨,창천동,10aqjfb,5.0,커피도 맛있고 사장님이 너무 친절하세요,원오브씨 창천동
커피광,저동1가,10aqjfb,5.0,드립 정말 맛있고 직원분이 친절해요~,커피광 저동1가
투썸플레이스 홍대입구역,동교동,10aqjfb,1.0,밤에 일하는 키큰여자 겁나불친절,투썸플레이스 홍대입구역 동교동
할리스커피 신촌연세로점,창천동,10aqjfb,1.0,여자 매니저인지 너무 불친절,할리스커피 신촌연세로점 창천동
2막,창성동,10b6bst,4.0,"오래 된 건물을 개조한 특이한 공간 구조는 좋았지만 음료는 개선이 필요해보인다 ㅠ 
계단이 광장히 가파르기때문에 어른들이나 어린이들과 함께 혹은 힐을 신으신 분, 고소공포증이 있으신 분들에게는 적절하지 않다.",2막 창성동
맷카페,논현동,10b6bst,4.0,공간디자인에 통일감이나 주제가 보이지 않지만 어느 곳에 앉든 재미있을 곳. 구수한 맛의 원두로 내린 플랫화이트는 맛있었고 다소 가벼운 원두로 내린 아메리카노는 별로였다.,맷카페 논현동
세루리안인사 인사,관훈동,10b6bst,5.0,"해가 비춰도, 비가 내려도, 좋을 것 같은. 
한옥을 개조, 낡은것과 새것의 대비가 극명함이 좋고, 버려질 것 같은 중정을 굳이 비워두어 시각적인 호흡 공간을 만든것이 좋았다. 
내부가 조금 울린다는 게 아쉽지만 방문한 시간대 사람들이 붐비지 않아 다행.",세루리안인사 인사 관훈동
슬릿,서교동,10b6bst,5.0,"스타일, 분위기(음악 개취 쩖), 서비스, 커피맛, 디져트맛 모두 만족. 
덤으로 길냥이 상시 출몰.",슬릿 서교동
연남방앗간,연남동,10b6bst,4.0,"여기 음료는 다른 곳보다 조금 더 비싼편. 복분자 음료의 맛은 괜찮았다. 
옛날주택을 그대로 살린 복층주택인데 환기가 좀 필요한듯.",연남방앗간 연남동
카페테르트르 테르트르,창신동,10b6bst,4.0,"다 필요없고, 일몰맛집 하나로 승부. 
직원들도 친절, 플랫화이트는 괜찮은 편.
블랙라떼는 곡물라떼같은 맛. (내취는 아님)
좌석은 스툴, 벤치 밖에 없으니 편히 의자나 소파에 기대 일몰을 본다는 환상은 버리시길. 
하지만 한폭의 액자같은 전망을 정면으로 바라볼 수 있다. 전망이 그렇게 아름답지 않다는 건 함정. 
차 없이 가기는 힘든 위치인데, 그 꼭대기에서 잔 와인까지 팔다니 조금은 잔인하다. 
그래도 카페 산모퉁이에서 파는 커피 퀄리티를 생각하면 충분히 만족할 수 있는 곳.
더보기",카페테르트르 테르트르 창신동
커피리브레 타임스퀘어점,영등포동4가,10b6bst,4.0,"오월의 종이 빵을 만들고 리브레 커피를 파는 곳. 꽤 규모가 크고, 높은 천장이라 소음이 제법 울린다. 커피는 좋고, 영등포 타임스퀘어와 연결되어 있지만 주차 혜택은 없음. 원두 구매도 가능.",커피리브레 타임스퀘어점 영등포동4가
커피타임,영등포동4가,10b6bst,4.0,"오월의 종이 빵을 만들고 리브레 커피를 파는 곳. 꽤 규모가 크고, 높은 천장이라 소음이 제법 울린다. 커피는 좋고, 영등포 타임스퀘어와 연결되어 있지만 주차 혜택은 없음. 원두 구매도 가능.",커피타임 영등포동4가
파운드로컬,잠원동,10b6bst,5.0,"몇몇 불친절하다는 리뷰가 조금 신경쓰이긴 했지만, 다행이 나는 성공. 브런치에 비건 메뉴가 없어서 셰프분이 서빙하시는 분과 상의해 와인과 잘 맞는 디너의 비건메뉴를 권해주셨다. 
파티오 안에서 기분 좋은 낯술. 
평일 11시 입장, 매장 안과 밖은 절반정도 테이블이 찼고 12시 반 부터 웨이팅 시작.
더보기",파운드로컬 잠원동
퍼블릭맨션,목동,10b6bst,5.0,"앗 커피가 맛있도다.
듁스커피 취급. 
파이는 비주얼이 좋아서 시켜보았지만 많이 눅진거림.",퍼블릭맨션 목동
펠트 광화문점,청진동,10b6bst,4.0,"펠트커피는 역시 내 입에 잘 맞다. 
직원은 딱히 불친절이라고 하긴 그렇지만 내가 다녀본 펠트커피 중 가장 펠트와 맞지않는 느낌이다.",펠트 광화문점 청진동
하프커피 강남점,반포동,10b6bst,4.0,이런 카페가 파미에스테이션 안에 있다는게 아쉽다. 음식에 기교 부리는 것을 좋아하진 않지만 버터크림커피 맛이 궁금해서 들렀는데 한두번은 더 맛볼 수 있을 것 같다 ㅎㅎ 매장은 사람이 없어도 조금 부산스럽다.,하프커피 강남점 반포동
호아드,사간동,10b6bst,4.0,"전망좋은 곳에서 커피
한잔 ☕️
그림은 덤",호아드 사간동
79파운야드 목동41타워점,목동,10bf0d0,3.0,"레몬케이크는 맛있어염 ㅇㅅㅇ
크로플도 시켰었는데 좀 딱딱,,,",79파운야드 목동41타워점 목동
기글,문래동3가,10bf0d0,4.0,맛있는데 테이블이 너무 낮아요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,기글 문래동3가
내생애에스프레소,영등포동2가,10bf0d0,5.0,홍대가면 마지막으로 꼭 들르는곳ㅠㅠㅠ고양이 있구 음식도 갠춘해유!!! 여러번 가도 변함 없어서 더 좋음,내생애에스프레소 영등포동2가
뷰클랜드,송파동,10bf0d0,5.0,커피랑 음료 다 맛있고 직원분들이 넘 친절합니당,뷰클랜드 송파동
아르무아,화양동,10bf0d0,4.0,커피 맛남!!! 디저트는 살짝 물려서 아쉽네용ㅠ,아르무아 화양동
인왕산대충유원지,누하동,10bf0d0,3.0,쏘쏘해용,인왕산대충유원지 누하동
죠지서울,을지로3가,10bf0d0,4.0,오늘의 케잌 맛있어욘,죠지서울 을지로3가
카몽 서초역점,서초동,10bf0d0,5.0,"와플 존맛,,",카몽 서초역점 서초동
카페솔트,문래동2가,10bf0d0,4.0,커피는 쏘쏘 디저트는 맛있어용,카페솔트 문래동2가
튜토리얼,상수동,10bf0d0,4.0,"케잌 맛있어용
강아지도 있음 ㅇㅅㅇ",튜토리얼 상수동
메가엠지씨커피 신촌점,창천동,10efl95,4.0,2층 넓고 에어컨 빵빵. 와이파이 잘됨. 근데 여름되니 모기가 넘 많음 ㅠ 오늘 5킬 함,메가엠지씨커피 신촌점 창천동
메가커피 연희점,연희동,10efl95,3.0,"장점 : 저렴함. 넓음(2층까지 있음). 남녀화장실 분리. 콘센트 많음. 창가 유리 큼.
단점 : 와이파이 구림(2층에선 거의 안터지고 1층도 가끔 먹통일 때가 있음)",메가커피 연희점 연희동
유어홈,문래동2가,10efl95,4.0,공간은 작지만 커피가 맛있음,유어홈 문래동2가
유원섬커피,창천동,10efl95,5.0,조용하고 분위기 좋은 편,유원섬커피 창천동
카페1953위드오드리 1953위드오드리,문래동2가,10efl95,4.0,공간 넓고 시원함. 오드리 초코 케익 너무 작음.,카페1953위드오드리 1953위드오드리 문래동2가
카페온도,연남동,10efl95,3.0,거리두기 4단계로 휴무 중인 듯,카페온도 연남동
루시카토 용산아이파크몰점,한강로3가,10eii8h,5.0,마카롱은 맛있던데? 만족,루시카토 용산아이파크몰점 한강로3가
어느날오늘,상봉동,10eii8h,5.0,"정말로 좋아하고 애정하는 디저트 맛집입니다. 
치즈케이크는 정말 최고입니다.",어느날오늘 상봉동
오르다빛,장안동,10eii8h,4.0,"맛이 좋은데 매장이 상~당히 좁다.
포장 배달 추천",오르다빛 장안동
온니당,장안동,10eii8h,5.0,"인생 에그타르트, 마카롱도 짱맛",온니당 장안동
커피홀 촬영소사거리점,장안동,10eii8h,5.0,굿,커피홀 촬영소사거리점 장안동
AUZ,원효로1가,10el7je,4.0,정석 브런치,AUZ 원효로1가
델리카,이태원동,10el7je,5.0,파니니 짱맛,델리카 이태원동
땡스오트,연남동,10el7je,4.0,맛있긴한데 양이 ㅜ 너무 ㅜ 적어요오오 ㅠㅜㅜ,땡스오트 연남동
몽소베이커리앤카페 노량진점,노량진동,10el7je,5.0,존맛탱,몽소베이커리앤카페 노량진점 노량진동
스타벅스 영등포시장교차로점,영등포동6가,10el7je,5.0,세상 친절하심…다른 스타벅스 직원분들도 거의 다 친절하신데 대부분 그중에서 탑으로 친절하신듯…,스타벅스 영등포시장교차로점 영등포동6가
써머레인,한남동,10el7je,4.0,웨이팅이 오바임,써머레인 한남동
고디바삼청점 삼청점,삼청동,10ffoh5,5.0,평일이라 손님이 없어 우리끼리 초콜렉사 맛있게 먹었네요,고디바삼청점 삼청점 삼청동
브루다인사동,공평동,10ffoh5,3.0,아메리카노 천원이라 어떤맛일까 궁금했는대 싼커피 비싼커피 다 이유가 있넹ㅎ,브루다인사동 공평동
스타벅스 강남구청역점,논현동,10ffoh5,3.0,"약속때문에 방문
커피 한모금 마시고 다 버림 ㅠ",스타벅스 강남구청역점 논현동
스타벅스 북촌로점,계동,10ffoh5,3.0,"커피는 맛 없고 오트라떼는 괜찮아요
쿠폰사용 목적으로 스벅은 오네요",스타벅스 북촌로점 계동
애드커피,주교동,10ffoh5,4.0,친절하고 커피 괜찮아요,애드커피 주교동
테라로사커피 광화문점,중학동,10ffoh5,2.0,핸드드립 맛이 ㅜ 함께 간 지인도~,테라로사커피 광화문점 중학동
폴바셋 광화문점,중학동,10ffoh5,5.0,친절하고 아이스크림 맛나요,폴바셋 광화문점 중학동
폴바셋 종각역점,공평동,10ffoh5,5.0,아이스크림 맛나요,폴바셋 종각역점 공평동
AUZ,원효로1가,10ffsmi,5.0,에그베네딕트 굿~,AUZ 원효로1가
다움,부암동,10ffsmi,4.0,햄버거 굿,다움 부암동
수수커피 디타워점,청진동,10ffsmi,4.0,수수블렌드 맛있음 얼그레이 파운드케잌도,수수커피 디타워점 청진동
수애뇨339,평창동,10ffsmi,4.0,샌드위치 괜찮음,수애뇨339 평창동
써머레인,한남동,10ffsmi,5.0,예쁜 플레이팅의 브런치 굿,써머레인 한남동
체다앤올리,성수동1가,10ffsmi,4.0,아보카도샌드위치 굿,체다앤올리 성수동1가
카페디키미,평창동,10ffsmi,4.0,북악스카이웨이 뷰 밀크티는 not bad,카페디키미 평창동
카페르세,상암동,10ffsmi,4.0,깔끔한 분위기,카페르세 상암동
펠트 광화문점,청진동,10ffsmi,4.0,라떼 괜찮음,펠트 광화문점 청진동
포비브라이트 광화문점,신문로1가,10ffsmi,4.0,베이글 굿,포비브라이트 광화문점 신문로1가
호아드,사간동,10ffsmi,4.0,한적할때 오면...,호아드 사간동
AMIGGA,염리동,10g4lqj,5.0,"따뜻한 감성 카페, 마카롱 맛집 :)",AMIGGA 염리동
기글,문래동3가,10g4lqj,4.0,"문래동 스콘 맛집으로 인정합니다.
⠀
인테리어나 이런게 #인스타감성카페 라
맛에는 큰 기대가 없었는데
#솔트카라멜스콘 너무 맛있네요..!?!?
버터 식감이 느껴질 정도로
버터가 듬뿍 듬뿍 들어가있어서
더 부드럽고 맛있어요
견과류도 들어가있어서 식감도 좋고요..
#솔트카라멜 맛도 나면서 최고..
배부른데 들어가는 맛이랄까요?
음료도 솔트카라멜 라떼 주문했는데..
(이날은 솔트카라멜 DAY) 
라떼는 그냥 쏘쏘했고, 스콘이 진짜
맛있었습니다!! 살찌는 맛!! 최고!!
문래동에서 #스콘맛집 찾으신다면 추천드려요.
다만 의자는 좀 불편합니다.
#문래동맛집 #문래동카페
더보기",기글 문래동3가
달다어요,신림동,10g4lqj,4.0,"[ #신림역카페 아기자기한 귀여운 카페 ]

연유라떼 + 바닐라 아이스크림 + 귀여운 토핑들이 올라간 [달다어요 라떼] 비주얼은 마치 I like 파르페♡ 달달한 맛이 매력적인 라떼였어요.

애플 크로플도 너무 맛있었어요. 헤헤. 사장님도 너무 친절하시고, 귀여운 수달 인형이 반겨주는 #갬성카페 신림역 근처 카페 추천!

제 메뉴는 달다어요 라떼 (6,000원)
아플 크로플
밀크티
업체이름 : 달다어요
주소 : 서울 관악구 신림로68길 38 1층
더보기",달다어요 신림동
마치마치 가로수길점,신사동,10g4lqj,2.0,맛은 없지만 너무 귀여운곳,마치마치 가로수길점 신사동
"문득,낙성",봉천동,10g4lqj,5.0,밀크티 맛있어요 분위기도 좋공,"문득,낙성 봉천동"
보니또커피샤로수점,봉천동,10g4lqj,3.0,"어떤거 마실까 하다가, 티라미수+라떼인
초코미슈를 주문했습니다. (무인주문기 사용)
그런데 제가 생각했던 라떼가 아니더라고요..
콜팝처럼 티라미수 따로 + 라떼를 먹는 그런..거였어요.
(((기발하다 기발하다 기발해~~!!!)))
티라미수 맛 라떼인줄 알았는데 OMG
쓴 라떼맛 좋아하시면 추천드릴게요!
저는 달달한걸 좋아해서 제 입맛에는 안 맞았습니다.
다음번엔 아주 달달한 초코라떼를 주문해봐야지.
아메리카노가 1,500원이래요...저렴.
직원분이 친절하시고, 음료가 빨리 나오는 편이라 굿
다음에 다시 재방문 해보려구요~!
더보기",보니또커피샤로수점 봉천동
쁘띠크,봉천동,10g4lqj,4.0,"-크림뷔릴레 마카롱 (2,500원)
망고플레이트 덕분에 알게된 마카롱집 쁘띠크
망고플레이트 잇딜로 구매하면 마카롱이 저렴해진다
2,500원에서 1,800원으로,,
밥먹고, 부담스럽지 않은! 간단한 디저트로 먹기 좋은 마카롱 !! 앙버터, 순수우유 먹어보고 이번이 3번째 맛보는 쁘띠크 마카롱 크림뷔릴레 마카롱은,,, 버터+바닐라크림 맛이 진하게 나는게 취향저격입니다 꼬끄 겉바삭, 뚱카롱 안에는 부드럽고 촉촉 샤로수길에서 마카롱맛집 찾으시면 추천드려요 맛있음
더보기",쁘띠크 봉천동
스타벅스 보라매대교점,봉천동,10g4lqj,5.0,친절,스타벅스 보라매대교점 봉천동
스타벅스신림점 신림점,신림동,10g4lqj,5.0,친절하셨어요 :),스타벅스신림점 신림점 신림동
쏭카페,양재동,10g4lqj,4.0,"[ 양재역 근처 친절했던 카페 ]

#내돈내산 1차로 도프피자 먹고 2차로 근처 카페 찾다가 우연히 들어가게된 카페인데 너무 친절해서 좋았습니다. 그래서 후기 남겨용 희희.

커피, NON커피, 요거트, 스무디, 과일주스, 티, 쿠키, 등등 메뉴가 아주 다양합니다. 그래서 그런지 배달 주문이 많이 들어오는 것 같았어요.

사장님인지 직원인지는 잘 모르겠지만 너무 친절하셔서 좋았구요. 번창하시길 바랍니다 :)

제 메뉴는 ABC주스 (5,500원)
업체이름 : 양재 쏭카페
주소 : 서울 서초구 강남대로8길 15-1
더보기",쏭카페 양재동
요샌,봉천동,10g4lqj,5.0,"[ 샤로수길 든든한 요거트 맛집 ]

요즘 샤로수길에 #요거트맛집 이 많이 생기는 것 같아요.
요거트를 사랑하는 사람으로 너무 행복하네요 하하.
예전에 플러피라는 카페가 있던 공간에
요샌이라는 귀여운 요거트가게가 생겼더라구요.
후기가 좋았던 요샌 드디어 먹어봤습니다.

유청을 오랜 시간 걸러 유당불내증이 있는 사장님도
맛나게 먹는다는 꾸덕고소한 요거트 무슨 맛일까요?

오거트, 그릭데이 등등 다양한 요거트를 먹어봤는데
제 입에 가장 고소하게 느껴진 요거트는 요샌이었어요.
꾸덕하면서도 고소한 맛이 아주 좋아..사랑해..
다른 곳들도 다 맛있지만 취향저격은 요샌..

토핑은 넛츠로 그레놀라, 캐슈넛, 피칸, 호박씨, 건무화과를 넣었습니다.
제가 사랑하는 견과류 가득가득해서 너무 좋았구요.
양도 많아서 한 그릇 먹으니 너무 배불렀습니다.
다이어트 식단으로도 좋을 든든함.
다음에는 치즈케이크나 베리베리 먹어보려고요. 궁금궁금.

관악구 주민, 직장인, 학생분들 샤로수길에서
건강하고 맛있는 요거트집 찾으신다면 추천 날려드립니다.
직원분들도 너무 친절하셔서 더 좋았어요.
늦게가면 솔드아웃으로 먹을 수 없는 핫한 곳이랍니다.
주차는 주변 공영주차장이나 관악구청에 가능합니다.
더보기",요샌 봉천동
카페보니또 낙성대점,봉천동,10g4lqj,3.0,"어떤거 마실까 하다가, 티라미수+라떼인
초코미슈를 주문했습니다. (무인주문기 사용)
그런데 제가 생각했던 라떼가 아니더라고요..
콜팝처럼 티라미수 따로 + 라떼를 먹는 그런..거였어요.
(((기발하다 기발하다 기발해~~!!!)))
티라미수 맛 라떼인줄 알았는데 OMG
쓴 라떼맛 좋아하시면 추천드릴게요!
저는 달달한걸 좋아해서 제 입맛에는 안 맞았습니다.
다음번엔 아주 달달한 초코라떼를 주문해봐야지.
아메리카노가 1,500원이래요...저렴.
직원분이 친절하시고, 음료가 빨리 나오는 편이라 굿
다음에 다시 재방문 해보려구요~!
더보기",카페보니또 낙성대점 봉천동
폴바셋 롯데백화점관악점,봉천동,10g4lqj,5.0,스페니쉬라떼 짱 맛있어요 :),폴바셋 롯데백화점관악점 봉천동
하프커피 강남점,반포동,10g4lqj,5.0,"[ 달달한 라떼와, 트렌디한 느낌의 #고터카페 ]

#내돈내산 달달한 라떼가 먹고싶을 때 생각나는 하프커피! 오랜만에 들렀네요. 파미에스테이션 자주 가시는 분들이라면 다들 아는 그 곳.

Halff coffee, 이곳에 간다면 단연 이 메뉴를 마셔주이소. [하프커피 = 버터 크림 라떼] 하프 사이즈의 커피이지만 6,500원이나 하는 only ice coffee. 가격 값을 하는 커피라 생각해요. 달달 묵직한 크림과 버터+스카치캔디의 맛이 합쳐진 오묘한 달달함이 잊혀지지 않아 종종 생각나기에 종종 방문하게 만들거든요. 평일 7시쯤 방문했는데 생각보다 손님이 없어서 놀랐네요 껄걸. 

달달한 라떼를 좋아하는 저와 입맛이 비슷하시다면 강추입니다!

제 메뉴는 버터크림라떼 (6,500원)
업체이름 : 하프커피 파미에스테이션점
주소 : 서울 서초구 사평대로 205 파미에스테이션 2층 FP212호
더보기",하프커피 강남점 반포동
스타벅스 동부이촌동점,이촌동,10it7nm,4.0,"마이 아지트
공부하는 유학생이 많지만 ㅋㅋㅋㅋ
난 상관하지 않고 ㅋㅋㅋ그냥 멍때리기 놀기",스타벅스 동부이촌동점 이촌동
스타벅스 양재역점,양재동,10it7nm,4.0,,스타벅스 양재역점 양재동
씨케이코앤루소랩 청담점,청담동,10it7nm,4.0,"맛있는 드립커피
넓은시내와조용한분위기
편하다",씨케이코앤루소랩 청담점 청담동
아티제동부이촌점 동부이촌점,이촌동,10it7nm,4.0,"커피굿
디쉬도 맛있다 하더라",아티제동부이촌점 동부이촌점 이촌동
청년다방 마곡나루역점,마곡동,10it7nm,4.0,"25분 웨이팅
맛있긴하다. 사진은 차돌떡볶이
떡이 쫄깃쫄깃 맛있다",청년다방 마곡나루역점 마곡동
