name,address,user_id,rating,review,cafe
마호가니커피 여의도점,여의도동,100q04c,4.0,주차 1시간 지원돼서 좋아요,마호가니커피 여의도점 여의도동
몽마르뜨언덕위은하수다방,합정동,100q04c,4.0,분위기 인테리어,몽마르뜨언덕위은하수다방 합정동
브라이언스커피,도곡동,100q04c,4.0,와 스콘 너무 맛있당,브라이언스커피 도곡동
씨케이코앤루소랩 청담점,청담동,100q04c,4.0,"따뜻한 분위기
커피 마시따 ㅎㅎ",씨케이코앤루소랩 청담점 청담동
아우프글렛 장안점,장안동,100q04c,4.0,까눌레 완전 맛있당ㅋㅋㅋㅋㅋ,아우프글렛 장안점 장안동
어반81,삼성동,100q04c,3.0,"무난한 카페 
음료 양이 엄청 많고 사장님이 넘 젠틀하고 멋지심!",어반81 삼성동
어반레빗,역삼동,100q04c,2.0,,어반레빗 역삼동
옹근달,성수동2가,100q04c,4.0,테라스 넘 좋은데 여기 사람이 너무 많아서 음료가 겁나 밀려서 늦게 나옴 ㅜㅋㅋㅋㅋㅋ 그리고 여자 알바생이 너무 4가지가 없음...,옹근달 성수동2가
정식카페,청담동,100q04c,4.0,"무난무난. 브런치나 디저트 종류가 약간 중구난방인데, 브런치 시간 아니어도 먹을 수 있는 샌드위치나 빵종류가 있었으면 좋겠어요.",정식카페 청담동
콘하스 한남점,한남동,100q04c,4.0,"예뿌다 카페가 생각보다 엄청 컸음! 테라스도 있고ㅋㅋㅋ 주차 안되는 줄 알고 다른 데다가 대고 걸어갔는데, 알고보니 발렛이 가능했음ㅜㅋㅋㅋ 날 풀리면 다시 가야징",콘하스 한남점 한남동
트리타,신사동,100q04c,4.0,"사장님 엄청 친절하시당 ㅎㅎㅎ 
커피 마실 때는 디저트 메뉴가 좀 있었으면ㅜㅜ 
다음에 맥주 마시러 가봐야겠어요",트리타 신사동
펠트 도산공원점,신사동,100q04c,4.0,초코케이크 맛있네,펠트 도산공원점 신사동
필렛커피,합정동,100q04c,4.0,"생긴 지 한 달 조금 넘은 카페! 
스페인 바스크 치즈 케이크가 진짜 맛나당",필렛커피 합정동
한남작업실,한남동,100q04c,3.0,테라스 좋당,한남작업실 한남동
MTL한남,한남동,101ag5k,2.0,"양심적으로 커피 이 가격 받으려면 지금보다 훨씬 맛있어야 하는게 아닌가 싶다. 커피맛 때문에 방문하는 사람은 없을듯
베이커리까지 비건 옵션 있는 건 장점.",MTL한남 한남동
논탄토 신촌점,창천동,101ag5k,1.0,"매장용 컵으로 달라 하니 ""저흰 일회용컵으로만 나가요""
4월부터 매장내 일회용컵 금지 아닌가요?ㅜㅜ
테이크아웃 전용 매장도 아닌데 개선되면 좋겠어요",논탄토 신촌점 창천동
수수커피 디타워점,청진동,101ag5k,5.0,맛있어요. 오틀리와 두유 옵션이 있어서 아주 좋아요.,수수커피 디타워점 청진동
Difcoffee,봉천동,101iuk0,5.0,음료도 케익도 개맛있어요 아쉬운건 케익 크기ㅠ,Difcoffee 봉천동
디커피,봉천동,101iuk0,5.0,"와플 - 빵은 달달하니 짱 맛있어요. 크림 양 선택 가능해서 좋아요. 
+ 블루베리 잼 추가 - 약간 묽은데 상콤하니 맛있어요. 

크로와상 - 빵은 그냥저냥인데 겉에 화이트 초콜릿이 엄청 달아요. 당 충전 제대로 됩니다. bb
더보기",디커피 봉천동
미디엄스톤,성수동1가,101iuk0,3.0,디저트는 좋은데 음료는 아쉬워요,미디엄스톤 성수동1가
보니또커피샤로수점,봉천동,101iuk0,2.0,콜팝 같이 좋은 아이디어지만 커피도 맛이 그냥저냥이구 티라미수는 맛있진 않아요.. 특히 녹차 티라미수 별로ㅠ,보니또커피샤로수점 봉천동
보야쥬,봉천동,101iuk0,4.0,맛있어요! 커피는 무난쓰,보야쥬 봉천동
카페 거북이,신림동,101iuk0,2.0,"저렴한 가격이 아닌데 이렇게 맛없는 거 처음 먹어봐요... 
음료나 케익이나 싱겁...",카페 거북이 신림동
카페보니또 낙성대점,봉천동,101iuk0,2.0,콜팝 같이 좋은 아이디어지만 커피도 맛이 그냥저냥이구 티라미수는 맛있진 않아요.. 특히 녹차 티라미수 별로ㅠ,카페보니또 낙성대점 봉천동
프롬해빗,봉천동,101iuk0,4.0,티는 싱겁지만 블루베리크럼블 존맛이에요! 말차팥타르트는 팥맛은 안나고 말차맛이 진해서 녹린이인 제 입맛엔 좀 쓰지만 조금씩 먹으니 맛있더라구요!,프롬해빗 봉천동
써머레인,한남동,101kjnj,3.0,올때마다 느끼는거지만..자리가 너무 협소해요. 음식 맛은 괜찮은데 가격 대비 좀 떨어지는듯 합니다. 그리고 칼 좀 바꿔주세요...베이컨 자르다가 손가락 마비옴,써머레인 한남동
콘하스 한남점,한남동,101kjnj,1.0,전화받은 직원..말하다 그냥 끊음,콘하스 한남점 한남동
초이문,한남동,101usl1,5.0,친절하고 좋았어요! 가격대는 조금 비싸지만 그만큼 이쁘게 잘 만들어주셨어요 :p,초이문 한남동
카페로이스,갈현동,101usl1,2.0,친절하고 좋은데 커피 맛 개선이 필요해요ㅜ,카페로이스 갈현동
해머스미스커피 서울시립대점,전농동,1021d6q,3.0,자리도 넓고 좋지만 모기가 너무 많다..,해머스미스커피 서울시립대점 전농동
헤이즐넛버터,회기동,1021d6q,5.0,휘낭시에 맛집,헤이즐넛버터 회기동
제비꽃다방,부암동,102gi9b,5.0,분위기 좋고 사장님도 친절했다. 밤에 글쓰러 갔는데 아무 말 안했는데도 친절히 스탠드까지 꺼내 주셨다. 찻잔도 이쁘고 전체적인 소품들도 신경쓰신거 같다.,제비꽃다방 부암동
튜토리얼,상수동,102gi9b,1.0,남자 직원 진짜 사람 기분나쁘게흐시는 재수가 있으시네요,튜토리얼 상수동
공차 방이역점,오금동,102nn31,5.0,짱친절하세요 제가 마감시간즈음 가서 마감 다 하신것같은데 주문받아주셔서 감사합니다 ㅠㅡㅠ,공차 방이역점 오금동
미드데이썬,성내동,102nn31,5.0,"가게 너무 이쁘고 수플레케익 가성비체고 진짜 너무 맛있어요 ,, ㅜㅜ 또 가고싶어요 !! 나만알고싶은 카페 ㅎㅎ",미드데이썬 성내동
애드앤드,화양동,102nn31,5.0,,애드앤드 화양동
이디야커피 오금점,가락동,102nn31,1.0,,이디야커피 오금점 가락동
청년다방 송파방이점,방이동,102nn31,1.0,"사장인지 누군지는 모르겠는데 먹고 포스기 만지는거 보니까 사장인것같은데 너무 불친절해요 
그리고 왜 알바생분 마스크 안끼시나요 ..?",청년다방 송파방이점 방이동
할리스커피 가락시장역점,가락동,102nn31,5.0,,할리스커피 가락시장역점 가락동
3F로비,한강로3가,102ro9v,5.0,맛좋음 다만 테이블이 몇 없어서 아쉬움 ㅜ,3F로비 한강로3가
카페로비,한강로3가,102ro9v,5.0,맛좋음 다만 테이블이 몇 없어서 아쉬움 ㅜ,카페로비 한강로3가
공차 명동역점,충무로1가,1034meq,1.0,알지 왜 1 갠지?,공차 명동역점 충무로1가
네로우패스,한남동,1034meq,1.0,답답하다,네로우패스 한남동
브라이언스커피,도곡동,1034meq,1.0,조대,브라이언스커피 도곡동
스타벅스역삼역점 역삼역점,역삼동,1034meq,5.0,,스타벅스역삼역점 역삼역점 역삼동
커피인류 대치은마점,대치동,1034meq,1.0,도착후 조리,커피인류 대치은마점 대치동
코지리틀,양재동,1034meq,1.0,조대,코지리틀 양재동
AUZ,원효로1가,10375st,5.0,"분위기 좋고 음식도 예쁘고 맛있어요!
다만 주말 브런치 먹으러 가면 웨이팅이 매우 길기 때문에 웬만하면 오픈 시간 맞춰서, 최소 열시 전에는 가시는 거 추천해요 :)",AUZ 원효로1가
써머레인,한남동,10375st,4.0,"강아지를 좋아하지만 강아지 입장 가능하고 공간이 좀 협소하다는 점 때문에 시끌시끌한 건 별로예요 ㅠㅠ

그치만 음식은 개인적으로 가성비 정말 좋다고 생각하면서 먹어요!
브런치도 맛있고, 커피도 정말 맛있는 편에 디저트도 괜찮아요 (래밍턴 추천) :-)
더보기",써머레인 한남동
에딕티,명동2가,10375st,5.0,"제발 지점 더 내주세요ㅠㅠㅠ
자칭타칭 버블티 중독자인데 이보다 맛있는 버블티 마셔본 적 없어요...
가게도 너무 깔끔하고 직원분들 친절하시고 최고예요",에딕티 명동2가
모멘토브루어스,성수동1가,103e6a6,4.0,휘낭시에 맛나요. 별 하나는 좌석이 불편하기 때문.,모멘토브루어스 성수동1가
턴온,성수동2가,103e6a6,5.0,"친절하신 사장님, 맛 좋은 커피!!!!!! 크림이 일찍 떨어져서 맘이 아팠지만 나는 또 먹으러 갈 거니까 꿀떡꿀떡",턴온 성수동2가
널담은공간,용산동2가,103hblo,5.0,좋은 뷰와 독특한 액티비티를 할 수 있단 것만으로 방문해야할 이유는 충분하다. 1년전에 보낸 엽서가 현재의 나에게 잘 도착했을때의 소소한 기쁨은 덤,널담은공간 용산동2가
다움,부암동,103hblo,2.0,인테리어는 올드하고 음식은 요리가 아닌 조리식품이 나온다. (주문하고 5분만에 나오길래 알았음) 많은 맛집을 돌아다녀봤지만 이렇게 근본없는 맛에 높은 평점을 받은 곳은 처음 봅니다.,다움 부암동
더스팟패뷸러스,명동2가,103hblo,3.0,"예쁜 곳은 역시 너무 붐비는구나..
커피가격이 조금 ㅅ r악합니다",더스팟패뷸러스 명동2가
로코랩,수송동,103hblo,4.0,도심속 정원 느낌. 사진도 잘나오고 나름 루프탑도 있으나 스콘이 맛없고 철학이 미약한 카페,로코랩 수송동
맥심플랜트,한남동,103hblo,4.0,"솔직히 깔 게 없는 곳


*더 많은 맛집 정보는 폴더구독
더보기",맥심플랜트 한남동
쿠카쿠 문정로데오점,문정동,103hblo,2.0,"쿠카쿠 치아바타 절대 먹지마세요
다시한번 말합니다
세상에서 가장 맛없는 치아바타 납품받아 대충돌려서 내놓습니다. 미각을 잃기싫다면 절대 먹지마십시요.
더보기",쿠카쿠 문정로데오점 문정동
메가엠지씨커피은평신사고개점,신사동,103km7t,5.0,여기만 텀블러 가져가면 100원 주십니다!!,메가엠지씨커피은평신사고개점 신사동
빽다방 응암역점,신사동,103km7t,1.0,여기서 샷추가 하면 바로내린거 말고 남는샷 줌,빽다방 응암역점 신사동
빽다방공덕새창로점 공덕새창로점,도화동,103km7t,5.0,여기 아이스티가 진짜 찐임,빽다방공덕새창로점 공덕새창로점 도화동
앤디스커피,서교동,103km7t,3.0,오우 커피맛은 좀..,앤디스커피 서교동
옹근달,성수동2가,103km7t,5.0,직원분들이 친절해서 좋았어요!,옹근달 성수동2가
이디야커피 새절역점,신사동,103km7t,4.0,베이커리는 12시 이후부터 가능,이디야커피 새절역점 신사동
닥터로빈목동점 목동점,목동,103lehf,3.0,"맛은 그냥 평범. 프랜차이즈라 어딜가든 똑같은 맛
근데 매장 내부에서 식기 닦는 소리+다닥다닥 붙어있는 테이블로 매장이  너무너무너무 정신 사나워요
주방에서 식기 닦아주셨으면 좋겠네요
쨍그랑소리 너무 거슬립니다
더보기",닥터로빈목동점 목동점 목동
제3화원,신월동,103lehf,5.0,"분위기 너무 조아요 ㅠ 신정-신월동에 이런곳이 있다니,, 거리가 좀 멀어서 차 있을때만 가지만 분위기도 너무 좋구 귀여운 댕댕이들도 있는 곳!",제3화원 신월동
TWG티,신사동,103m6ou,4.0,분위기 맛 모두 fantastic,TWG티 신사동
디저트스토머치,연희동,103m6ou,5.0,"마들렌, 휘낭시에 개쩜
하나만먹을수가없음
골고루하나씩맛봐야함!
디저트류 훌륭
만든분이 고수같음
더보기",디저트스토머치 연희동
탐앤탐스서울대입구점 서울대입구점,봉천동,103m6ou,1.0,"직원인지알바인지 싸가지가없음
다신안간다
커피 디저트도 맛더럽게없음",탐앤탐스서울대입구점 서울대입구점 봉천동
스테이어와일,구의동,1040co5,5.0,커피도 맛있고 공간도 좋아요 ! 아쉬운점은 너무 일찍 닫아서 못간다는거 ㅠㅠ,스테이어와일 구의동
천계월,구의동,1040co5,5.0,사장님께서 갈 때마다 밝게 인사해주셔서 기분이 좋아져요 ~ 커피랑 디저트도 맛있어요 :),천계월 구의동
이디야커피 역삼중앙점,역삼동,104ectf,3.0,크레이프 케익 좋네요. 무난한 곳.,이디야커피 역삼중앙점 역삼동
클로리스티앤씨,역삼동,104ectf,3.0,크레이프 케익 좋네요. 무난한 곳.,클로리스티앤씨 역삼동
라이프워크,충무로2가,104feot,2.0,말렌카 너무 차갑고 딱딱했어요ㅠㅜ 다른데에서 말렌카 항상 따뜻하게 서빙해줘서 기대했는데 맛없었어요,라이프워크 충무로2가
설빙신촌점 신촌점,창천동,104feot,1.0,"배달민족으로 주문시켰는데 만나서결제시 글 남길 수 없대요 그래서 여기서 남기게 되었어요. 
어제 친구랑 리얼그린티 설빙 시켰는데 아예 다른거 왔고 게다가 소스가 봉투에서 다 흐른 상태에서 배달받았아요
친구가 초콜릿 싫어해서 저만 원치 않는 설빙 먹었어요ㅠㅜ
그리고 아이스크림 다 녹고 소스 없이 눈? 너무 맛이없어서 다 먹을 수 없었어요. 결국 돈 낭비 되는거죠
한마디로 대실망
더보기",설빙신촌점 신촌점 창천동
아마스빈 버블티연신내점,갈현동,1054827,5.0,아마스빈최고,아마스빈 버블티연신내점 갈현동
오브렛,을지로3가,1054827,4.0,"음료 신기한거 많고 그냥머 쾌적하고 ㄱㅊ
디저트 크렌베리 뭐시기 엄청 맛있었음",오브렛 을지로3가
플럽커피,갈현동,1054827,5.0,인스타 갬성. 아메리카노 마싯음,플럽커피 갈현동
쎈느,성수동2가,105bqnf,3.0,"깔끔 + 2층이라 넓음 그렇지만 그 공간을 다 메우는 수많은 사람들과 약간의 시끌시끌한 분위기.. 외부 테이블의 간격이 그리 넓지 않은데도 사람들이 빽빽했고 카페 앞에서 사진 한장 찍는다면 민망함을 덤으로 얻을 수 있음
매장은 전체적으로 신경쓴 느낌도 들고 사진 찍기 좋고 화장실도 깔끔해서 마음에 들었음 유리창이 커서 햇볕 잘 들어오고 시끌시끌한 것도 왠지 도시적인 느낌^^,,
디저트 종류는 많았고 가게 중간 쯤에 있는 테이블 위에서 원하는 걸 손님이 집어가서 계산하는 형식이었음. 근데 사람이 그렇게 많고 그렇게 시원한 온도도 아니였는데 덮개도 없고 냉장 시설도 당연히 없이 그냥 소품처럼 있어서 실망했음. 회전율이 얼마나 빠른지는 모르겠지만 생크림 있는 디저트라도 다른 형식으로 진열되었으면 좋겠음. 맛은 무난했고 가격은 비싼 편 같음
더보기",쎈느 성수동2가
오가다 대학로본사점,동숭동,105bqnf,4.0,"넓고 쾌적 깔끔 
직원들도 친절하고 공부하기에도 대화하기에도 좋음",오가다 대학로본사점 동숭동
투썸플레이스 건대입구점,화양동,105bqnf,1.0,연말에 가서 사람 많고 정신없어보이긴 했는데 너무 불친절했음 알바생이 주문 실수해서 다시 여쭤보니까 표정 굳고 바로 앞에서 다른 알바생한테 중얼중얼 얘기하고 오히려 내가 진상인 거처럼 대해서 눈치보였음 ㅠ..,투썸플레이스 건대입구점 화양동
더모놀로그하우스,후암동,105d4c5,4.0,공간 너무 예쁘고 디저트도 맛있어요!,더모놀로그하우스 후암동
모아다방,문래동2가,105d4c5,4.0,레트로 분위기 너무 좋구 직원분들도 친절하심! 디저트나 음료는 좀 단편이고 오래된 건물이라 화장실이 매우 아쉽.,모아다방 문래동2가
목화씨라운지 연남점,연남동,105d4c5,2.0,"작업할게 있어서 노트북들고 잠깐 갔는데 자리 잡고 계산 다 하고 나서 노트북 펴니까 노트북 하면 안된다규.. 그럼 포장해주세요 하니 푸딩은 포장도 안되구..인스타에 노트북 안된다는 공지도 없고 들어갈 때 말해줬으면 어땠을까하는 아쉬움이 있네요 분위기는 연희동때부터 좋았구 푸딩도 맛있어요
더보기",목화씨라운지 연남점 연남동
커피그래피티연남,연남동,105d4c5,3.0,"아는 카페직원분의 추천으로 갔는데., 공간은 깔끔하고 친절하시나 커피맛이 크게 특별하다고는 못느낌.. 다음엔 드립으로 먹어바야지",커피그래피티연남 연남동
고이,가회동,105mebp,5.0,인스타 감성이나 사진 찍기보다 커피의 본질에 가까운 걸 원하시면 추천! 커피 정말 맛있음. 아랫분들도 써주셨지만 친절함은 덤! 감성의 과잉보단 이런 곳이 많아지길 바라면서:),고이 가회동
고이북촌,가회동,105mebp,5.0,인스타 감성이나 사진 찍기보다 커피의 본질에 가까운 걸 원하시면 추천! 커피 정말 맛있음. 아랫분들도 써주셨지만 친절함은 덤! 감성의 과잉보단 이런 곳이 많아지길 바라면서:),고이북촌 가회동
설빙신촌점 신촌점,창천동,105mebp,1.0,"한 개도 아깝다. 사람 많은 거 이해하고 주문 밀린 거 이해한다. 포장이라고 주문 했으나 매장용으로 나옴. 시간 없으니 그대로 옮겨 담아서 빨리 가져갈 수 있게 해달랬더니 십분을 더 기다려야했다. 본인들이 실수한 거면 처리라도 신속하게 해주던지. 정이 뚝 떨어진다. 다시는 안간다. 행주는 널부러져 파리 두 마리 다정하게 앉아있더라.
더보기",설빙신촌점 신촌점 창천동
AUZ,원효로1가,105tku7,1.0,"아마추어 맛이에요
양은 AUZ게 많이 주긴 하는데 그게 다임 ㅋㅋ
요리 잘하지도 못하지도 않눈 친구가 걍 빵굽고 고기 굽고 싸제 소스 발라 내주는 맛임 ㅋㅋㅋ
이런게 개맛잇는사람들은 맛있는것 좀 많이 먹고 살았으면..
더보기",AUZ 원효로1가
오브렛,을지로3가,105tku7,1.0,"웬만하면 카페 서비스에 불만 품지 않는 편인데 살면서 가본 카페 중에 제일 불친절해요. 왜 저렇게 내내 신경질 나있지? 난 처음 본 사람인데... 하는 생각밖에 안 들어요.
일하기 싫으면 관두면 될 것 같은데...
사장이여도 이상하고 직원이여도 이상한 불친절임.
더보기",오브렛 을지로3가
카페미카야,서교동,105tku7,5.0,"짜루짜루 진짜루 맛남
사장님도 친절하심",카페미카야 서교동
테라로사 포스코센터점,대치동,1063ec9,5.0,넓어서 책 읽기 좋다,테라로사 포스코센터점 대치동
티테라피행랑,안국동,1063ec9,4.0,전반전으로 좋음,티테라피행랑 안국동
고이,가회동,106s6d8,4.0,,고이 가회동
고이북촌,가회동,106s6d8,4.0,,고이북촌 가회동
다아는커피,석관동,106s6d8,3.0,,다아는커피 석관동
설나루,방학동,106s6d8,4.0,"미숫가루 빙수 굿!
수제 팥 추가 가능.",설나루 방학동
시드누아노원본점 노원본점,상계동,106s6d8,3.0,"노원역 근처 생각나는 카페가
붐비는 스벅빼곤 여기뿐이라니-_ㅠ",시드누아노원본점 노원본점 상계동
와겐커피 방학점,방학동,106s6d8,3.0,"동네에서 늦은시간 갈 수 있는 카페.
새벽 1시까지. 주차가능.",와겐커피 방학점 방학동
우리동네커피집,도봉동,106s6d8,3.0,,우리동네커피집 도봉동
커피킹 아차산점,중곡동,106s6d8,3.0,"카페그린티 마시며,
귀걸이 충동구매!",커피킹 아차산점 중곡동
톨릭스,도곡동,106s6d8,3.0,무난한 맛. 예쁜 플레이팅.,톨릭스 도곡동
공차 구의점,구의동,10774pn,5.0,여기 공차 진짜 맛있어요 펄 ㄹㅇ 쫀득쫀득하게 잘 만들고 아무튼 먹어본 공차중 제일 맛있는듯ㅠㅠ,공차 구의점 구의동
압구정로데오공차,신사동,10774pn,1.0,하아 여기 공차 진짜 맛없어요...돈 날린기분 먹어본 공차중에 제일 최악 ㅠㅠ 당도를 50하면 보통 단맛나는데 진짜 거짓말 안하고 물맛밖에 안났어요 초코밀크티랑 그냥 밀크티 먹었는데 물에 초콜렛향 나는기분임,압구정로데오공차 신사동
투사이드카페,응암동,107dm8o,5.0,카페 정말 편하고 음료도 맛있어요~~ 특히 사장님이 진짜 친절함 ·ᴗ·,투사이드카페 응암동
히포커피서울대점 서울대점,신림동,107dm8o,1.0,파인애플빙수.... 차라리 만들지마시지 주고도 욕먹겠네요 양도 쥐꼬리만하고 맛도... 글구 진동벨도없는데 알바생은 왜 나오면 나왔다고 크게 말을안해주나요 ?,히포커피서울대점 서울대점 신림동
빽다방 굽은다리역점,명일동,107epuk,5.0,넓고좋아요,빽다방 굽은다리역점 명일동
투썸플레이스 약수역점,신당동,107epuk,2.0,위치는 크고 좋음. 2시까지 영업안하고 12시55분에 마감하는데 왜 2시까지한다고 하는지 모르겠네요. 1시까지만 영업하고 퇴근합니다. 수정부탁드려요,투썸플레이스 약수역점 신당동
루나스터디카페 루나스터디,성내동,107qrks,5.0,,루나스터디카페 루나스터디 성내동
스타벅스 강동구청DT점,성내동,107qrks,5.0,가본 스벅중에 직원들 젤 친절보스..관리도 잘되고 깨끗함 근데 와이파이는 약하긴한데 문제될 정도는 아닌거 같아용,스타벅스 강동구청DT점 성내동
스타벅스올림픽공원남문점 올림픽공원남문점,방이동,107qrks,5.0,화장실도 깔끔 내부도 괜찮아요,스타벅스올림픽공원남문점 올림픽공원남문점 방이동
투썸플레이스 천호로데오점,천호동,107qrks,5.0,공부하러 갔는데 분위기 괜찮았어요! 직원분들 친절하세요 짱~,투썸플레이스 천호로데오점 천호동
더티로우커피,신설동,107ugl3,3.0,티종류는 맛나는데 어느순간부터 아아가 맛없어짐...산미있던 아아가...그냥 맹물같아졌어요,더티로우커피 신설동
메가MGC커피 월곡두산점,하월곡동,107ugl3,5.0,친절하세요^^,메가MGC커피 월곡두산점 하월곡동
스타벅스황학캐슬점 황학캐슬점,황학동,107ugl3,4.0,자주가는데 어느스벅과 같이 다들 친절하신데 리뷰는 왜이리 싸움터인지 몰겠네요...,스타벅스황학캐슬점 황학캐슬점 황학동
이디야커피 동덕여대점,하월곡동,107ugl3,5.0,친절하고 맛있어요,이디야커피 동덕여대점 하월곡동
만랩커피 창동역점,창동,10863dt,1.0,"저번에 나이드신 여성직원분 계속 통화를 하시더라고요,,? 고객입장에서는 기분이 안 좋았어요. 다른 직원?분은 음료 만들고 계시던데 그럼 통화하시는 분이 저의 주문을 받아야하는 거 아닐까요? 매장 많이 더럽던데요,, 바닥이나 벽 많이 더럽더라고요;;; 음료자국 심각하던데요... 친구랑 갔다가 충격먹었어요,,,",만랩커피 창동역점 창동
커피베이 중화역점,중화동,10863dt,5.0,"사장님이 친절하세요
깔끔하고 카공하기 좋다고 생각합니다. 2층이라 지나가는 사람과 눈 마주치는 것도 없어서 좋아요",커피베이 중화역점 중화동
결,공평동,10876ll,5.0,"커피 너무 맛있어요! (오틀리바닐라라떼 추천!)
직원들이 모두 친절하고 프로페셔날 하다는 느낌을 갈때마다 받았습니다! 인테리어는 한국적이고 아름다워요^^ 주차도 2시간이나 되어 좋습니다~",결 공평동
브루다인사동,공평동,10876ll,5.0,가격이 싸서 반신반의 했지만 이정도면 훌륭합니다!! 맛이 괜찮아서 놀랐어요 ㅋㅋ 허니라떼 해장에 딱이네요 ㅋㅋㅋ,브루다인사동 공평동
소장식물전,공항동,108ae3e,1.0,"주차 공간이 없다고만 반복하시고 공영주차장이나 인근 주차장에 대한 정보도 알려주시지 않는 응대가 많이 아쉽네요 
대로변에 주차한 차들 다 딱지가 떼어 있으니 차가지고 가지 마세요
멀리서 찾아왔는데 아쉬움만 가지고 돌아갑니다.",소장식물전 공항동
튀튀쿠키,누하동,108ae3e,5.0,아몬드누텔라쿠키였나… 그것만 많이 남아있어서 고민하다 사먹었는데 제일제일 맛있고 쿠키가 단맛보다 담백한 느낌이라 계속 땡겨요… ㅠ 흑,튀튀쿠키 누하동
플럽커피,갈현동,108f670,1.0,..........재방문의사 없음,플럽커피 갈현동
할리스커피 구산역점,구산동,108f670,3.0,"시설 깨끗하고 직원들이 친절함
문제는 2층 와이파이가 많이 안 좋은 것 같음
10분 되다가 10분 끊기고 반복임
노트북도 핸드폰도 둘 다 그럼
더보기",할리스커피 구산역점 구산동
할리스커피 연신내점,대조동,108f670,2.0,"2층 스모킹룸 관리를 좀더 해야겠다
담배 냄새가 너무 심하다",할리스커피 연신내점 대조동
센터커피 서울숲점,성수동1가,108mfu0,3.0,"창문쪽 자리 서울숲 입구 보이는 건 좋은데
창문이 좀 더러워서 뷰가 막 예뻐보이진 않았어요ㅜㅜ",센터커피 서울숲점 성수동1가
어퍼룸,성수동2가,108mfu0,5.0,"특색있는 메뉴가 있어서 좋았고, 사장님께서 메뉴 설명까지 친절하게 해주셔서 더 좋았습니다. 내부 분위기도 좋아요! 아늑하면서도 통창이라 시원한 느낌이었습니다.",어퍼룸 성수동2가
빽다방 신용산해링턴점,한강로3가,108qbeq,5.0,직원들 친절해용,빽다방 신용산해링턴점 한강로3가
트래버틴,한강로3가,108qbeq,5.0,"산미있는거 목먹는데 산미가... 미침
근데 인테리어 예뻐서 조항~!",트래버틴 한강로3가
브루클린커피,내발산동,109bfmo,5.0,"가끔오는데 아메랑 초코스콘 너무 맛있어요!
베이커리 종류도 많고!!",브루클린커피 내발산동
테이퍼드커피,등촌동,109bfmo,5.0,"아메리카노가 꼬소하니 맛있어요!!
솔티 초코 쿠키 진짜 존맛..",테이퍼드커피 등촌동
곰발커피,내수동,109ljhu,4.0,조용해서 좋은 카페,곰발커피 내수동
라포레스타,동교동,109ljhu,4.0,브라우니 맛집임,라포레스타 동교동
