user_id,user_name,user_review_num,user_rating_avg
ml3i0s,qwerty,146,3.8
mj8lc5,하리보,396,3.7
m2nqp2,이영재,3,3.3
13igctn,김대중,3,5.0
1bk29t6,sp,2,1.0
fov3ju,오궁,77,4.5
1u0551e,sky,10,4.8
10tfeqr,감자,84,4.2
eh3pdj,히힛,22,3.9
1uqf0tj,ㅇㅇ,42,3.9
qng1h4,보라,65,3.9
qohdvt,HJ,37,4.4
19e5i40,주민,32,3.3
1dv8sv0,타락천사,87,3.4
1b1kuqc,ㅅㄱ,36,4.2
e5uodt,Jjju,22,3.6
bee41r,카카오8년투자후익절,697,3.5
efeero,Dreamer,145,3.9
18ar9l3,황진영(황룡),6,4.2
csgujd,금나비,660,3.4
n36lu4,김지연,634,4.3
qvtrca,Yu,2,4.5
26c2kh1,피그미,28,4.6
19j9b13,디디의우산,4,5.0
11v9asr,cnh,154,4.1
ksr0dc,ㅁㄹ,17,4.6
m7t5rr,와이,206,4.4
vu4ug2,정원진,1,5.0
v6ob4k,이시원,2,5.0
1grraic,강민혁,1,5.0
r1js0v,신촌홍대리뷰러,69,3.8
qs9bf6,모모,91,3.5
muc8sa,김현정,39,4.9
1me3ue8,찰리 브라운,100,4.4
17qbpso,♡,245,3.5
o3ddft,강다혜,4,4.8
18pofue,ㅋㅅㅋ,18,3.3
1325rs6,kevin,40,4.4
fhh6gk,Disen. R,16,2.8
7lp6jh,June Kim,19,4.1
m64mr1,이지,88,3.7
12vns29,진진보스,8,4.9
n7o55t,한창잘먹을나이,26,2.5
h5u02t,와웅공원,196,3.8
11kdmgb,김명종,2,3.0
12cs0bd,연준바라기,1,5.0
bfnams,주말,24,4.8
129v87l,핫뜨거,16,4.0
7l90sd,무아드,155,4.4
vtc8aj,뱅이,7,3.3
e9pco8,lxn,3,1.0
s092es,전지은,5,2.0
loiuhh,ssssso,12,2.8
nn2nne,p,182,3.8
lnfkco,앨리스,14,4.3
10jn2ho,얍,284,4.1
19aqhg4,도넛 끊은 사람,11,3.5
mvvstb,사슴,40,3.7
a4baaf,셩잇님,221,4.1
muv9m5,포비트,36,1.9
1qa3qbo,이유비,3,2.7
dlbjo4,gc5ftfe4yiu,3,5.0
1e6kpr4,제이콥,24,3.3
1b0eivu,댓글 알바 보안관,747,3.4
14a4gp4,asd,2,3.0
1q0m6oq,ari,4,3.8
7pern0,홍홍홍,38,3.1
16dppr8,꽃님씨,6,5.0
1g28vv4,kkyung_2,17,4.1
gplb9g,조민영,179,4.4
175pgue,인,28,4.8
109dm49,THA,35,4.0
1aur2eh,윤예지,1,5.0
18m4ipc,푸드파이터,1,5.0
fmcfqp,쟈근시골쥐,123,3.9
2239te4,이미선,1,5.0
13etdou,룩,164,4.4
fludd0,달토끼,44,3.5
kkf5s8,---,5,5.0
bqmtiq,사용자,147,3.5
muqlcq,왜들 그리 다운돼있어,78,4.1
muvnnt,안준모,1,1.0
7kja1q,JOJO,93,4.8
mukn8c,ㄱㅎ,66,3.7
fkt4ki,김선미(예찬맘),2,5.0
14fl0rl,y,2,1.0
bnq3l3,박세호,18,4.2
lmn021,Fooch,18,4.5
1tul3r1,욜,60,4.6
cnc57d,ㅂㅊㅇ,533,4.4
12flu36,HMM대주주,521,3.3
uav1vf,박,16,4.8
1b1bskb,김기중,4,4.3
1dtoiih,ㅎㅎㅎ,9,3.6
uaasrp,gmail,157,3.9
bce2jo,나마스떼,27,3.7
1ebkc6t,뭘 어쩌라는걸까,2,1.0
1b9h214,안녕자긔,8,4.5
lqnibq,고니,7,4.3
fkdshb,bigguest,2,3.0
2417kpj,구구,3,1.0
19uo7pi,휴,11,3.6
9eorik,LL,73,4.0
10tajlg,Sy,6,4.8
119p974,Kiera youn,45,3.2
sm4evh,달,55,3.7
e7hc0i,박준형(개명 from 병두),3,5.0
15siaci,마라탕,10,4.4
16hlces,연필,132,3.8
10egoq0,나당나당보나당,42,3.4
10svfbl,박치영 미리내,16,4.9
10ho27k,윤정선,57,3.7
1b7fmm1,혜림,10,3.9
lji7ba,sunny,28,4.4
mumsii,소럽,56,3.2
nrs9hm,ksfez,29,2.8
1ndn8ne,Dairbek,1,1.0
1s1klfn,Salta,1,2.0
1g5o7tu,ㄴㄴ,143,1.5
nvu5mo,.,23,3.3
ls7b0n,호모시티투어,78,3.9
advhvr,박상원,1,3.0
15g4imj,몽글,15,3.3
tiuka7,리탐,99,3.7
efvaf7,수현이,1,1.0
t37foa,SkyBlue,11,2.5
1cfccnl,l,4,4.0
1gdmdep,ㅇㅇ,12,4.3
lhdta2,제이,13,2.8
bvf33a,ㅈㅇ,7,1.6
g4hp84,로드마스터,49,3.3
le7dge,yshly,35,3.2
t6fbnt,luvly Noa,24,4.0
n48pe7,와우,23,4.4
1mlfrcf,정직,8,3.5
12t5r8j,고독한 미식가,5,3.4
119lj68,흠냐륑,3,3.7
g6v7tp,박박,69,4.0
m54c7t,옴뇸뇸,71,3.2
1b963td,,32,3.8
g7jjld,💎,55,2.2
14rein8,힐,7,2.3
e4rqcb,찐찐,43,4.3
fnb1a0,추천만씀,190,4.1
1cah0tp,ㄲ,2,3.0
7kdrck,앙그라삭슨,15,2.9
96ujur,가니커스,59,2.3
lo91om,이유진,29,4.0
rpt50m,Y,40,3.8
nmvjfi,Yonayoung,40,4.7
snamij,옷옷,388,4.1
n2daua,박현아_Hyunah Park,1,5.0
qr524i,태수,4,5.0
17mss9j,녹차,17,2.6
musq07,세,3,2.0
10ffsmi,키키,576,4.1
fmov8i,서보경,19,3.6
dojjls,체크인,45,2.4
105rk29,WIMI,258,4.1
mund69,OH은혜,1,1.0
14ul2ll,ZzZae,26,3.1
1jochkh,하쿠나문타타,9,4.3
17upiq4,..,26,2.2
127o7pj,김동훈,3,2.3
ki8gji,coco,276,3.9
bjnb0l,김지형,916,3.8
94pjm3,Ray-Z,5,5.0
sg3h1i,뤼,36,3.5
e2v1df,김선민,1,5.0
e7e58r,ㄴㄴㄱㅈㅈㅇ,25,4.8
vgt8ev,ㅂ,49,3.0
lf56ta,동동스타,10,3.0
bf6vbc,대명리조트 김영철,2,5.0
u6mcpo,ㅎㅇ,30,4.1
7l9au5,USER,8,4.5
1iq4qb2,허허준,12,3.9
7s54vv,토토,22,4.5
n0o8cl,abcd,8,2.9
7kvrf9,뚜뚜,19,5.0
1giqvjb,Leire (레이레),1,5.0
bnrbtk,Tte,14,5.0
100e6hf,우장짝빼,45,3.2
e78aor,뽀리링,8,1.5
15ra85h,우,7,4.3
14qfdad,wanter,36,3.3
muf6oa,안녕하새우🍤,108,3.9
17ftpgv,최승희,1,5.0
v2o18m,동백,17,4.5
118brp6,wjap,518,2.4
1hgpfie,🕶,2,5.0
19bdohv,혜미,1,5.0
1fsbk5f,은별,1,5.0
cpmejv,호쌍,15,4.7
141ftgj,서주원,2,5.0
bnudlt,"은영,",4,5.0
o9etdb,mrhcbwkd,26,4.1
mruld1,익명,2,1.0
cq3rbg,ㅂㄹ,3,2.3
1s240l6,01,23,4.9
n0j3sv,Kyun,7,4.9
127jkkf,굴굴,4,4.8
15g4s3p,H,4,4.0
f22e87,신지혜,2,3.0
11vc16a,마두기,6,3.7
nljuqr,이숨,7,3.3
jud8fa,허준,1,5.0
ug5n8p,후아아라라,58,3.2
15ge6bk,빵빵빵,12,3.3
k0l864,고길현,5,3.2
15iuof9,맛집좋하,39,3.8
qmbaa8,배선우,65,4.3
8t86hu,얌얌,50,3.7
t5igsg,조민균,1,5.0
l9ksvo,iiiiii,24,4.3
ag3r4s,V3 김정호,24,4.8
behugc,Laura,2,1.5
tl88m3,잉성,20,3.6
fmri89,S급맛집헌터,86,3.6
186dal0,Anna,7,1.7
e4m3b7,H,627,4.0
19e8ucu,희야,146,4.4
u9cr3r,펭귄,682,3.9
13b9tls,대왕,39,4.0
u705vu,SSS,5,5.0
1686pep,김흥수,17,3.8
smsi25,Diana Eun Hyun Kim,93,4.6
19art0m,남혜인,1,5.0
u86onq,7878,5,5.0
16d2nf1,,12,3.6
k5v2e5,bae,30,2.5
1o7dvir,김요한,6,5.0
7v2ohf,나횽;),74,3.7
mvr0hb,노코멘트,61,3.1
aqg8r4,라푸,61,4.4
1b0fg1o,k,14,2.7
busmg3,흥,87,4.1
tmgotk,맛집뿌셔,20,3.2
10lgg62,장유진,5,5.0
7riv3p,맛따라멋따라🍰,116,3.4
15f0kh3,조휘규,19,5.0
17ermfo,양파씨,5,4.2
v7g72f,냐,1,5.0
22bls5a,영우,1,5.0
13l9t3h,지희,161,2.7
lv25eu,mxxl,4,3.3
1d71fi4,뀨,6,3.7
10nujhh,글,6,4.3
l180bb,맛집감별사,136,3.9
kq05u2,주관적 맛집 평가,71,3.5
tucteh,P,28,3.4
d0sh26,K,689,4.0
n2b6q8,🐷,1,1.0
bvcsgm,먹깨비,92,3.6
nonuqf,승우,258,4.8
1fu6gch,김설하,1,5.0
1fu1i7l,시우,1,5.0
1ftv8cc,ㅈㅇ,1,5.0
18ohfdk,소피,11,3.0
1f3spjg,최우현,2,5.0
1ep9nge,다정,2,5.0
1ep9ld3,jh,2,5.0
sib5v9,리뷰왕,300,4.3
qnbpk6,김주현,12,4.5
k8kho1,sklee,95,4.1
1168jq5,커피커,13,3.7
e78dj0,Sandie,202,3.9
fej66e,잭잭,6,3.8
bfui2a,노는게제일좋아,74,4.1
bftcm9,오ㅑ,59,3.9
d3hcpm,최정용,1,5.0
19dvnqo,히릿,8,5.0
7mnmec,@hohoisbabo,130,4.0
mo9ffb,ㄴㅇㄱ,85,4.7
e4sf8d,원,10,3.2
13o4kfi,맛집투어가취미,5,2.2
8sjlm3,Renee,3,3.7
mppe6i,00,13,2.5
nh9cnh,R,19,4.5
ktqppm,jade,27,3.9
g6ucib,미네,9,2.6
s02n6d,은혜,5,3.4
vv73qf,미****소녀,286,2.0
gf0i4k,아뵤,24,4.7
g7u5g5,.,10,3.1
14eb296,dd,20,2.6
mnmfpq,ESTP,4,3.0
1d8s0nb,minjie,11,4.9
19s9gsg,Han Arum,12,4.3
25a15kk,주관이뚜렷한사람,11,4.5
184ndg6,에이전트L,9,3.6
1h83q7i,이현제,125,4.9
7pnblu,ㅎㅎㅎ,4,4.0
19d6esb,물,468,3.5
1m5d1fb,박,3,3.7
1c7iaai,뇽,20,4.5
ll0bbd,MOON,12,5.0
t82fvs,.,26,4.2
f7243q,P,354,2.3
slmrrb,말차라떼,37,3.2
fo4ub3,맑게밝게,106,3.5
l7hvf5,💛,21,4.5
qqkh2h,배가고픈참새,102,4.0
15nvsc1,🍔,142,4.5
ce6j95,라떼파,16,5.0
km7j10,바다수레기,44,4.7
kgk94m,one&only,48,3.4
ei5v6m,강을태,20,4.5
unf6tj,쩝,55,3.7
tve1ig,daisy,26,3.8
eomrsd,솔직히,72,3.7
175pc17,하상,2,3.0
b9sq37,syp,120,4.7
e1bv4h,ㅤ,280,2.3
qs4i7i,최고심이,122,3.1
bfmorv,옹,70,4.3
n01q9c,soso,9,2.0
1a0c0h9,ㅇㅍ,28,3.5
17v83h6,rachel,87,4.1
19pjb57,루피,46,3.8
c1lnkc,루루,4,4.0
tbgsl3,annopu,28,4.6
17hr1ro,qwert,121,4.7
g7ofub,벼락,105,3.5
vlgfes,wooney,93,4.4
rrdler,최지윤,5,4.8
162h7h2,녹각,45,4.7
mv15s5,윤시환,8,2.5
n17j1c,도연,14,4.5
e8amtt,.,13,4.0
ubvdsd,길음동주민,9,4.1
mu25g9,윤짱,540,4.1
lp4dl5,맛집,46,3.8
cijdhg,수정,62,4.1
gaguqf,냔냐냐,13,4.7
r8culd,따르릉,27,3.9
gqg9co,부르릉,55,4.7
1c7tcll,이이잉,94,3.7
e7q6jp,나니누네노,35,3.4
tsj1h0,김옥영,5,3.4
mi0vj8,!!!,237,2.8
1s9gh0g,박귀은,2,4.5
mv9k6k,유유,481,4.3
1g50t3i,냠,86,4.0
v4md7h,한은미,1,5.0
cb9c3k,너튜부,7,3.0
ql37cq,미음,87,4.2
15u9sa5,음냠~,93,4.0
ucqcl4,쀼,28,3.7
bf9fer,푸훙ㅅ,16,5.0
t9i2u7,^^,59,3.1
140loup,호와아아,6,5.0
7qu2cq,남,8,4.5
11mkdfr,구보민,2,3.0
rpmo8s,헌터,27,2.4
fr33vh,ein,14,4.4
9311fm,JSJ,2,5.0
7nh3pf,맵맵맵,14,3.4
1bnbclt,난너무착해,47,4.3
1ns0kc2,Barcia,443,4.3
1a85s0f,🌼,12,4.4
fti066,녕녕구,13,3.8
103km7t,프리지아,25,3.4
cn6lj8,주민,4,5.0
f90npd,metacognition,202,4.4
l52qoi,csssssssi,27,3.8
13drsm3,DJ lim,9,2.1
1ht09b9,차예안,137,2.5
13vgct3,나는개다,46,1.7
1j9qfkn,박미선꺼,5,3.4
gesh8e,벅뚜,60,3.7
15ookm1,@,170,3.7
use0dt,ユン,250,2.2
14lov8m,HWANG KICHUL,437,5.0
1uep7eo,아름다운봄,161,4.5
mukr45,나는 문어,431,4.0
qrfstt,ㅅㅈㅅ,40,4.5
an9sju,nanee,132,4.6
mrujcv,😀,31,4.0
7ki539,SDKM,15,4.3
udu2hl,보리,19,4.6
10ffoh5,Quelle,245,4.0
1rhl90n,승쟝,153,3.8
8te819,보석같은아줌마,150,4.3
sod5b4,.,155,4.8
16el05b,사실만말함,33,4.6
gm4e63,west,60,4.4
f5g64b,&,74,3.8
1aqkkbi,얌얌,365,3.7
1dao14d,키커바디자인,121,4.3
fkdaog,카봇,12,2.9
1jg1f8u,hellooooww,11,4.6
14b7f4q,사랑이,6,2.7
tipcfi,쁘띠,22,3.8
8t5mjn,나루야,17,4.2
7tcm6c,Esther,15,4.3
11dpf8j,조선왕조실룩샐룩,58,3.7
17tfiiu,Heyes,10,3.0
1gg7j8v,익명,1,1.0
1iuact5,yy,1,1.0
1ejpr6d,slowStar배팅(지연),7,4.9
c442pm,후 ..,243,4.3
mmpeld,지현,8,4.5
111256j,리뷰하는 비듉,107,4.4
7nfpak,박희성,3,5.0
e6s7c0,Joey,28,4.7
8srukh,사슴,43,4.6
t2s41d,임정민,1,4.0
rc51qj,Da♡,2,5.0
11elcur,성대러,17,4.5
11763n0,bb,5,1.2
18orl32,지엘,24,4.1
r6s3jq,zzz,6,4.5
13fq5ol,Passion Sam Hong,35,4.7
14ehhm7,ㅇㅁㅈ,3,3.3
v1l6c0,ㅈㅇ,155,2.0
1bsac76,🍀,5,1.0
nik867,유지희,25,3.5
fkghsq,𖤐,12,1.7
19j8ens,푸르르,35,4.3
99qjco,후니,87,2.6
120mam4,승희,1,4.0
120m9cs,예진,1,4.0
120m8av,김남식,1,5.0
v3q18h,최시영,2,5.0
120m7h2,유종상,1,4.0
7no1o0,한국국토정보공사,3,3.7
120m7cs,강문형,1,4.0
qpi7f6,로로,6,3.5
gbkuf1,카맵사용자,33,3.3
fhs3an,루시,373,4.3
13gtp6g,이해미,342,3.6
mna3jc,.,8,2.5
11ibmic,소녀,47,4.3
7m7nt5,추확철,47,2.3
ghbn52,아이유참좋다,302,3.4
7kh59i,여의도미쉐린,593,3.0
1bqdonl,최주원,1,5.0
17o50ai,시구십다,2,3.0
14irisp,ㅎ,14,4.0
19kgb2k,박아름,1,5.0
7mie9a,reviewjota,59,4.0
sdvvgp,❤,13,2.8
nqhh67,🔥히찬,47,4.0
ck19po,성민,5,5.0
ngqju2,이헌주,61,4.9
b236ps,(주로)뚜벅이,92,3.7
11pvnrl,념냠뇽,5,4.2
1jj3d8h,.,4,4.8
14eoggl,야옹,2,1.0
l59qcd,ㄱ. 설,53,2.5
1d1nb1u,추워여,1,3.0
19tq6dv,루펑러,5,4.2
1904j7t,잭스패로우,9,2.3
d5btvg,김강봉,2,5.0
gr7ov1,lllll,26,4.4
obt56n,Kristin,386,4.4
flqs2j,데이지,48,2.1
1b3809l,다연,1,5.0
1s2ut5r,L,3,1.0
1g9gcr8,김영준,8,4.6
1h9c7as,tan,2,3.0
15kgqu6,민경,5,4.8
10pkfbd,규목,8,4.0
14ikvic,훔,14,4.6
11gvamk,Haedo,128,4.1
7uddul,카일리,10,4.9
9js7jj,.,5,1.8
1h0d69k,loxrd21,763,3.2
1g0dbk9,으마으마한 잠탱이,7,4.1
g7ajeh,인생을 즐기는자,8,2.8
15pgvk0,HaileyH,6,3.8
8th8sb,김민석,4,4.5
19hm2ts,불타는호빵,42,4.0
117ign6,문지환,2,5.0
v9rku2,얌,4,4.0
n32vf9,🌸,6,3.7
g78pq3,😆,27,3.7
daaca8,喜停,15,2.5
n2j8m0,장바다,19,1.0
gv6egu,.,7,1.0
vo3vfu,용,5,4.0
7mchvp,raskoli,48,2.0
qrbenv,ldj,4,5.0
1e85vt9,황지윤,7,3.3
22h87o3,푸,29,4.2
n5f4a7,이현재,4,2.0
beccd8,305호,136,3.1
lretqd,윤수연,7,5.0
eiiq2u,steve 수현 cho,12,3.3
ln5p22,K,31,3.4
jvgjed,고카소,504,3.5
160t1dv,휴산방,173,4.9
uio3ek,J,22,2.0
ru3aei,대모산노루발자국,19,2.3
e7itm5,somo,54,3.4
1g1c0jg,이주영,5,1.0
7kggjb,Emily,5,2.6
10sev7g,They provoke us to,1,1.0
lprkmh,G.K.,128,3.0
15iqdr9,짜잔,13,2.2
moj12s,Layla,2,1.0
h5v7b1,703647,387,3.7
rv0ivq,화나면짖음왈왈왈!!!,22,4.0
187gm9u,b,37,4.2
mujg1j,🐰,7,2.0
bnot4n,다나,3,3.3
1ppvpc6,ました,177,3.9
freb3u,망고망고,9,4.3
17ame9j,김해령,154,4.3
15mf62n,굠굠,10,4.4
uas6ng,hailey,4,1.0
1ar7ob3,아란치아,23,3.5
gtd1cg,당근이,5,4.2
166b8ob,la vida,370,3.9
r30s26,M,45,3.6
fhpsm6,J,135,4.1
dtr37r,맛집살인마,15,4.5
1mtlt8e,.,8,2.6
eftnoj,☻,3,1.7
13efnnr,JYOu,9,5.0
sn2uvg,sy,62,4.2
mvhqte,ㅋ.ㅋ,91,3.5
kb0sof,zsu,178,4.6
qlnggl,데구르르,4,4.0
v5sm08,커피한모금,180,1.3
r65t4r,bbo,207,3.2
7m2naf,맛집과디카페인찾는뇨자,74,4.0
vrrmi7,.,1,5.0
f1ofdg,물의요정,24,5.0
1169gke,.,7,3.1
7kikth,Hye jun,1,1.0
15jh1b3,🧃,4,1.0
td7ndp,.,17,3.7
fj8lt5,갈매기,25,3.9
1nuhhab,?,11,4.0
br7218,김용욱,3,5.0
1e5ejm6,J,7,3.4
138m6q0,Young,1,1.0
17tuo1f,ㅎㅎ,7,3.1
budn3o,박지현 (Roy),19,3.1
9f498v,대치키드,6,2.0
lu0log,cs,8,3.0
ni53hv,09,6,1.0
18m42i0,travelholic❤️🌏✈️,5,1.0
1dah2aq,보원,1,1.0
1812hba,브라운슈거,3,3.7
qnsj80,fijighs,17,3.6
o3vb4t,.,3,2.3
tmfbhu,쩐뉴,12,2.2
11a2dng,na,115,2.9
1i768dg,김동찬,1,1.0
n06bac,YA,8,3.4
mueigh,merong,222,4.0
vgsrbe,서연이,5,3.0
1a35re4,호호호,6,4.3
l7eosj,kiki,66,4.2
bjfqs8,양희동,94,3.8
ukekfi,류근수,536,2.6
10it7nm,viv♥,338,4.0
106s6d8,호랭이시키,413,3.5
10ni72o,marco,101,3.7
s5impk,bom,5,2.6
15n4nkv,j,14,3.6
aq9r1f,G.,64,3.4
bdthul,배고픈곰,16,2.1
1fmpcud,렐라,9,2.3
1o1sdh0,김,2,3.0
beqh6j,몽슴,7,2.9
14bppsq,雲,40,4.2
rubukj,생각하자,13,3.8
g7a7e0,k,130,4.1
r67rm8,?,331,4.3
e4fgal,Luckykuma,2,3.0
10u44e2,Epues,11,1.0
glt7ll,KwonGGongchi,352,4.8
1f8g58f,남윤아,1,5.0
131dcjv,Yang,37,4.4
113bkri,Sandra,5,4.2
15f27k1,dalE,13,3.2
12ue32t,화남,26,2.6
1b5fhgd,춘시기,87,3.6
128lj8t,sutameon,96,3.5
1er2rf4,먘,7,3.6
n2j4ci,,36,3.6
qpqq0u,벌에쏘인사람,13,2.5
1g5957l,아즈카,10,4.4
kv2u6d,정민규,1,1.0
ecb285,피글렛,159,4.3
qrssvu,맛있는게 짱,4,4.8
mute6k,은,44,4.4
18mqrfo,고양이,152,4.2
qpeq97,STAFF ONLY,68,4.1
vfbrjg,가즈앗,33,2.5
1c51p7i,전채현,1,5.0
12dlul3,최진우 맛집정보 모음집,127,4.9
1410k5d,FORKY👣,27,3.6
cipcek,가지쓰,121,3.1
ls46ve,팩트만 씀,16,2.6
16tk7hr,ililiiillili,99,3.8
18q5fr7,ㅠ,246,3.8
qli3t2,ㅇㅇ,35,4.3
140l3k4,문라이트,191,4.4
11pi6pf,다원,46,3.4
b0jd08,썸바디,22,4.5
9bcktr,Alyssa,3,3.7
va9vi6,김아리,1,5.0
v6l3n6,OneKill,2,3.0
kpbb0r,ㅎㅅㅎ,902,3.6
kksq9o,yes,24,2.7
gh9vr2,나래☻,2,5.0
fkqms0,희융,8,4.5
129pboa,서희진,1,1.0
tkok23,미식가,4,2.0
n0cd8f,outout,12,3.9
l4ojtk,유,18,3.9
u76s63,uo,547,3.5
7n3jk9,SUN,53,3.0
1i6aejs,오리보,16,3.7
konu6k,ㅇ,239,4.6
1raiosn,몽실이,4,2.5
b10d9l,._.,400,4.6
tkq3ab,0506,122,4.0
1nhdk6a,냥냥,2,3.0
1n7d3p1,코리끼 한마리,3,5.0
l0fi0b,무화과,102,3.5
db8hoe,개척자,8,2.6
13mvotb,한송적,8,4.8
fn9roa,rosa hyeryung,4,5.0
uh1ojh,하루하루,4,3.3
k49uaq,나무,92,3.3
c6pt2k,masha/maria,4,5.0
lci9sn,shins,21,4.3
fl44ps,.,40,3.0
10b0j7d,♥,92,3.7
128nmhb,André (김태형),1,5.0
7mj864,폭식주의보,300,4.1
13ecaht,펭펭,14,3.8
112kob2,이진경,2,3.0
1497723,뭐든 잘먹는 92,184,4.3
1ehnsbe,카카오노랑,21,4.2
1d3k74p,백비,51,2.8
vgoqrs,kyh,13,1.6
m9vnjb,삐삐엔뽕뽕,184,3.2
ec2rbc,박준성,2,1.5
g9ru19,노란눈펭귄,32,4.7
n66ge5,이반,8,1.9
11b3qbh,제 점수는요,35,3.1
dnqkqi,커피마스터,5,1.0
ljje8j,디나,12,3.7
10b6bst,tall165cm,573,4.3
e4rvqk,레고레고,3,4.7
l3nnrn,냠냠쩝쩝,10,5.0
vkm1te,쿠루쿠루,54,4.7
15ss2hm,옹깅,17,4.2
vgmvkf,연장챙겨,5,4.6
1714i5f,ㅇㅇ,22,4.7
e7a4qc,뉸누ㅜㄴ누냐나난,11,3.5
10i8a7r,*.*,593,3.3
17e9tba,능금,68,3.5
beg7qd,정희수,5,4.2
e2osb2,길병찬,2,5.0
13unamf,빵순,144,3.0
foq1f7,방영규,121,3.2
1ej5ih6,종 호,1,4.0
1scg24p,모자,3,3.7
1sv0gce,동원아빠,22,4.5
bfug6f,빵수니,30,3.4
as3pmv,내가누구게,85,4.0
12ujah3,서서 YJS,14,4.1
13g51h2,양서경애인,106,4.7
smnl9m,막가롱,12,3.1
t2s7ai,프로도,70,3.3
loifef,.,31,3.9
gc1s39,abigail,9,4.1
10p4vnv,원성빈,3,5.0
tmk90c,hyuna,15,5.0
11gj4p3,ㅅ,76,3.2
v7o8el,김영춘,519,2.7
qph3ls,ㅇㅅㄹ,3,4.3
100dj9v,moon,11,2.8
nbd2c1,김현진,196,4.5
ef9261,융,188,3.7
o08akm,먹는게제일좋아,32,3.2
beoejd,LSE,40,4.4
dkij5l,전미혜,5,4.2
7ke95r,김 광현 (스테파노),20,4.3
235e5de,엘슌잉,20,4.0
avvh1c,(버디)용석,4,5.0
r037uo,부엥부,55,3.7
10dhtlr,André,80,3.4
119npe3,qpow,4,5.0
n2vm8m,💙🔥,17,4.3
gn973c,ddrz,61,4.8
eedino,,6,4.7
u937iv,띠녕이,17,4.7
17tm566,V,67,4.3
v32cmb,하이,16,3.3
fkm99f,WENDY,57,4.0
jr6jti,이지선,2,1.0
u2ohso,.,85,2.9
ggu7u6,이창민,12,1.9
n9e6h9,객관적인 사람,104,3.7
ff704n,오전필,380,5.0
g9nbh4,ㅇㅎㅎ,5,5.0
fld8gr,수인♡보경맘,2,4.5
114eg4v,리뷰어,2,3.0
1lisq5f,len,84,3.6
mi8p35,즐풍당,142,2.1
17je6q3,H,5,1.4
1p7ta91,뉴비마신다커피,20,4.6
ges7b4,준,32,3.7
bobldv,짜다짜,131,3.2
bfe7v9,에바쌈바,151,3.9
12qdptd,랄띠라리,208,3.6
s3emdq,바른,7,3.9
108mfu0,하냥,35,4.4
1kjraud,한맥보다클라우드,125,4.0
10k87nm,영이,5,3.6
7umr1s,77ㅑ,70,3.8
1ufoadi,성수동불갈비,21,3.8
edc6bj,차미,14,3.3
1au8ji8,oh,162,3.5
16cnbjs,살랑,125,4.1
1889m6j,사냥꾼,444,3.2
978bc0,박주성,6,2.5
bf1glq,슬,82,4.9
15cbn7n,나그네,8,3.9
qt76m6,어메이징데이,90,3.5
1n40hv9,밍,2,5.0
qpkfe5,bee,15,4.0
12tfe3b,수수하늘,60,3.6
