0,1,2,3
514,2206,4,#내돈내산 #내돈내먹 후기 안 좋네요 제 갔을 땐 직원 뭘 문의 했는데 너무 친절하게 응대 잘 해줘서 아주 만족스러웠습니다 매장 1 층 있고 지하 주차장 혹은 매장 옆 주차 가능합니다 31 토 달달 내 마음 세트 아이스 아메리카노 Hot 카페모카 스타벅스 하트 파이 #권꽁치 #꽁치필름 #꽁치그라피 #문정로데오거리카페 #스타벅스문정로데오점 더 보기
382,1796,3,커피 맛있고 아저씨 친절하시고 선곡 좋고 내부 예쁘고 화장실 깨끗
419,979,4,햇살 좋은 낮 가면 좋은 카페 내부 좁은 편
187,266,4,매장 분위기 좋아요 자주
16,132,5,스 페니 쉬 라떼 짱 맛있어요
423,412,4,드립커피 주로 하며 아이스 내려주는 원두 별도 돼있어서 좋았다 내부 인테리어 겸 전시 해 둔 다양한 커피 구경 하기도 좋았다 내부 시끄럽지 않아 좋았다
741,1898,4,레몬 맛 나네요 다음 커피 도전
184,1005,3,그냥 지나가다 들러서 쿠키 하나 사먹어 봤어요 딱히 평 없 습 니당 아 사이즈 다 구
248,722,5,라떼 아메리카노 쿠키 맛집 바닐라 라떼 좀 많이 달아요
283,1344,1,가본건데 전 별로 ㅠㅠ
403,814,3,2021년 2월 주말 오후 방문 Upside 햇살 좋은 날 가면 부분 가능 멋진 중정 공간 맛있는 타르트 Downside 생각 않은 가구 납득 가지 않는 수준 일부 베이커리 가격
239,1212,5,친절해서 좋았어요 언제 먹어도 안되는 종이 빨대 ㅠ
690,1139,3,리저 브 라떼 별로 였어요
230,1187,1,서비스 형태 맛 가격 등 보입니다
684,1798,4,
612,1802,4,너무 기대하고 봐요 원두 산미 있어서 좋았는데 라떼 좀 밍밍 해요 카페 인테리어 센스 있고 예쁜데 공간 작아요
440,589,1,일 하는 애 카드 사용 모름 알바 손님 개 봄 ㅋㅋㅋ 어쩌 건지
66,456,5,소품 하나 하나 신경 쓴 티 나 카페
276,1330,5,잘 먹고 갑니다
413,368,4,커피 너무 맛있지만 너무 추워요
697,1251,2,크림 빵 둘다 아쉬운 케이크 너무 달기
266,1296,5,
22,173,1,꾸준히 직원 불친절한 곳 다른 곳 비해 직원 별로 음료 별로
392,1836,5,
797,829,5,허니 브레드 맛있어요
175,976,5,조용하고 아늑해요 다른 시끄러운데 여기는 조용조 재 방문 의사 있 습 닷
400,1863,4,커피 진심 아저씨 있는 개인 카페 처음 보네요 론 덤
529,493,3,
603,1018,4,다 독특하고 맛있어요 코코넛 푸딩 최고
497,2132,1,배민 포장 버블티 아메리카노 시켰는데 5분 카톡 서 방문 했더니 사과 한마디 없이 버블티 없어서 못 그냥 취소 사람 놓고 사과 한마디 안 보는둥마는둥 알바생 불친절해서 다신 안가요 더 보기
370,270,4,오 크림 이 안달 생크림 맛있네요
657,2578,5,테라스 뷰 멋집니다 ㅋㅋㅋㅋ
689,2641,5,드립커피 정석 드립커피 맛 커피집 많이 이 곳 숨은 고수 드립커피 맛집 입니다 정성 담아 온 사진 보세요 ㅎㅎ 종이컵 드립 주는 곳 커피
674,971,5,
224,90,3,맛있고 분위기 좋은데 직원 중 한 분 때문 3 점
23,182,5,커피 맛 스벅 맛있음 사 장님 인상 좋고 심 카페 음악 선곡 카페 분위기 안 때 있음
169,325,4,사진 찍기 예쁜 카페
387,983,3,좋아요
361,1156,3,아늑하고 느낌 한적한 카페 보면 스콘 냄새 빠지곤 한다 다음 꼭 스콘 쿠키 먹어 봐야지 커피 무난 했다 더 보기
757,305,4,무난 하게 맛남 커피 산미 없고 고소 근데 사람 너무 많음
285,224,5,한남 점 좌석 넓고 분위기 제일 좋았다 크로 플 은 모든 지점 맛 커피 한남 점 마셨다
790,754,4,가격 보고 놀랄 수 있지만 카페 위치 대한 생각 하면 납득 가긴 한다 음료 평범 커피 디저트 사장 이 걸 이렇게 많은 고민 한 흔적 보이는 맛 뷰 맛집 소리 공간 협소 하기에 손님 순 높아야 장사 잘 되겠지만 자리 콘센트 있는건 그냥 사장 배려 싶다 더 보기
339,258,4,휘 낭시 전반 퍽퍽 했는데 저 볼 올라간 거 정말 너무 너무 맛있음 ㅠㅠㅠ 입맛 안 것 새는 진짜 칼 완벽 커피 너무 쓰고 진해서 다른 디저트 맛 감상 하는데 방해 됨 서버 응대 깔끔해서 한 공간 기분 좋았음 제 게 뚜렷한 곳 요
268,1305,1,다른 곳 더 시장 시끄러 움 ㅋㅋㅋㅋ 유리 벽 소리 울려서 더 시끄러 움
560,397,5,서울 최고 커피 전 싱글 빈 구매 연남 리브 레 앉아서 마시러 못 올 것 같아요 ㅜ ㅜ 카운터 에스프레소 바 좌석 흐름 너무 비 불편합니다 그리고 주 문 영수증 번호 안 되나요 내 대부분 음료 주문 하는데도 음료 이름 하시니까 어떤 사람 남 음료 먹다가 아니어서 직원 버리고 다시 이미 인지 계실 테 어떻게 수정 안 되는지 사먹는 사람 불편하고 직원 하는 것 같고 8 기념 게이샤 ㅇ 커피 잘 마셨습니다 감사합니다 더 보기
56,373,2,매장 노래 시끄러 움
469,2055,5,
304,345,5,wifi
52,352,5,분위기 인테리어 디저트 커피 노래 다 체고
189,1023,5,분위기 너무 좋았어요
560,2345,2,음식 다 그냥 나가라는 건지 지인 이야기 있는 직원 갑자기 식사 다 하신 접시 하고 서는 테이블 위 접시 서브 그릇 죄다 쨍그랑 말 소리 안 들릴 정도 아주 정신 별 그래도 2 개인 이유 음식 나쁘지는 소 있을 때 종종 여긴 집 더 가까운 거리 임 다시 안 갈 듯 더 보기
561,1784,2,커피 맛 디저트 맛 싹 다 포기 그냥 자리 순수한 목적 가는 곳
771,675,1,오 돈 주고 사 먹는데 정말 정말 서비스 돌아갑니다
253,18,4,저 저 저 말차 존맛 탱 이 꼭 옹 나머지 디저트 다 맛있어 카페 예쁘고 크고 습 니당 별 점 너무 안 그 정도 아니라고 생각 해서 씁니다
65,389,4,
197,748,5,바게트 로만 프렌치토스트 존맛 실내 환기 잘 안 돼서 매우 생각 크기 매우 작아서 오히려 좋아 없이 두 개 먹기
338,1424,5,이렇게 위치 좋고 매장 널찍하고 인테리어 이쁜 카페 커피 값 이미지 커피 값 싼 게 들어갈 때 점원 인사 인사 안 쳐다보기만 하셔서 살짝 뻔하긴 했지만 전체 고객 응대 큰 문제 못 했음 더 보기
130,42,5,
168,945,5,좋아하는 분 ㅋㅋ 건물 뒤 정원 제법 쓰 또 갈 예정
324,453,4,사람 많아 앉을 자리 없어 여유 로이 못 했으나 커피 맛 좋고 서울숲 가까이 있어 더 좋은 곳
473,1489,5,맛있네요 역시 플레인 요거트 그 따
597,732,3,음식 갈수록 퀄리티 느낌 신 메뉴 도리 를 주문 했는데 메뉴 사진 너무 달라 가족 끼리 자주 식사 하러 옴
634,2536,5,분위기 넘 좋아요
22,108,2,호주 브런치 했으나 역시 우 정말 맛없고 기만 함 테이블 위 페퍼 않고 나옴 와플 갓 구 운 와플 기대하지 마세요 서비스 엉망 안 소리 울려서
131,360,3,꾸 덕 말차 어디 음료 밍밍 했지만 분위기 하나 좋다
793,808,4,좌석 많고 천장 높아서 탁 트인 느낌 들어요 앤 분위기 좋고 밀크 티 맛있습니다
508,1751,5,아메리카노 넘 맛있고 친절 깨끗
800,521,3,친구 가봤는데 탈출 못 했어요 ㅋㅋ ㅠㅠㅠ
186,149,4,넘 맛 나용 ㅎㅎ
468,170,5,신촌 카페 깔끔한 커피 맛 넓은 공간 마음 드는 곳 2020.06
286,859,1,화장실 상가 화장실 최악
620,1107,3,
755,2757,1,치즈케이크 맛 이렇게 없을 수가 있나요
47,323,5,엥 평점 왜 이러지 가격 싸고 이었나 그거 했었는데 꽤 다른 곳 다 차서 한 번 가봤는데 가격 대비 완전 괜찮았어용 직원 친절하시구
365,142,3,컨셉 디자인 맛 자체 특별하진 않음
253,1252,5,여기 도른 놈 진짜 달구 왕 맛있어요 이 거 와플 그냥 그 곳 극락
133,788,4,케이크
311,561,5,공간 넓고 쾌적하고 커피 맛있어요
151,874,5,너 티 라떼 마셨는데 굉장히 부드럽고 순삭 그래서 음료 사진 없네요 작 예쁜 공간 입니당 디저트 메뉴 먹으러 다시 더 보기
205,1111,4,라떼 맛집
699,1126,5,제일 좋음 집 너무 자주 못 가는게 슬픔
180,989,3,파스타 40분 같아요 맛 쏘 쏘
467,2049,1,리뷰 봐도 하면서 먹어 봤는데 진짜 최악 때문 돈 버림 이렇게 맛없는 음료 처음 먹어 봄 음료 펄 추가 했는데 펄 맛없어서 음료 버림
667,2587,4,아늑해요
5,47,3,커피 맛 좀
285,702,4,종종 들르는 카페
366,1372,2,나 그 런가 와 너무 불안정해서 잠깐 작업 네트웍 몇번 열 하는지
343,1636,5,이 동네 테이크아웃 커피 TOP
270,1015,4,달콤한 커피 보여주는 곳 음악 좋은데 자리 얼마 없고 의자 한 30분 정도 빠르게 먹고 나오면 좋음
650,313,3,한적하고 병원 많음 만남 장소 옆 병원 있음 공간 넓지 않음 더 보기
683,769,1,직원 친절하지도 않고 젤라또 넘 평범 쫀쫀 해야하는데 녹아버러 별루 재 방문 의사 한 없다
737,2711,5,1 커피 맛있어서 넘 놀람 2 가격 저렴해서 넘 놀람 3 사장 친절하시고 센스 넘 놀람 최고 테이크아웃 커피집 ㅠ 더 보기
615,2381,5,
676,1712,5,수제 디저트 적당한 단맛 나 깔끔한 계열 입니다 커피 괜찮고 사람 많은 점 제외 분위기 좋습니다
46,200,5,친절하시고 개방 감 있어 좋아요
120,720,4,공간 완벽 서울 이런 곳 다 있나 싶을 정도 너무 좋았어요 부모님 가도 좋을듯 해 근데 커피 너무 맛 했고 가격 비해 그저 그랬어요
389,89,5,와플 짱 맛 ㅜㅜ
792,1443,3,
478,547,5,넓고 깨끗하고 콘센트 많고 좋음 직원 대부분 친절하고 화장실 깨끗함
189,996,5,
315,1495,5,커피 맛있어요 강추
327,449,1,다닥다닥 붙어 않아 좋지만 음료 가격 가격 맛 대비 다신 안 갈듯
162,769,4,쫀득 젤라또 아니지만 맛 별로 특색 강해서 나름 맛있게 먹었어요 피스타치오 존맛 탱
108,664,2,빵 종류 이상해요 커피 비싸요 흡연 테라스 땜 갑니다
289,444,2,한 옥 느낌 카페 공간 되게 협소해 잘못 걸리면 대기 오래 해야 될 것 같음 음료 별 맛 없음 초코 라떼 시켰는데 되게 쓸 가게 키우는 건지 고양이 중간 가게 안 들어옴
710,388,1,사장 불친절 마스크 안 쓰고 일 하시네요
94,602,5,오래 걸리긴 해도 수플레 먹어 본 곳 제일
588,1408,1,매장 관리 잘 친절 않고
22,171,3,커피 맛 그럭저럭 알바생 불친절
155,626,5,크진 않지만 공간 아늑하고 사장 친절하시고 커피 맛있어요 다음 또 오고 싶어요
49,336,5,커피 맛집 사장 얼굴 맛집 분위기 맛집 아메리카노 아이스티 섞인 메뉴 였나 엄청 특이한 메뉴 하나 있었는데 사장 그런지 매장 여자 고객 많은 것 같은 느낌 느낌 분위기 좋아서 인스타 정 방향 감성 딱 딱 알 박 님 박 님 받은 바로 그 곳 요 더 보기
117,101,5,very good
801,1924,5,아메리카노 라떼 라떼 다 맛있음 친절함
767,2035,2,남자 직원 ㅂㄹ ㅋㅋ
43,300,4,사람 항상 많지만 음료 맛 좋아요
627,2511,5,예쁘기까지
74,88,4,생각 맛 나쁘지 않아요 갈만 합니당
563,1023,3,매장 자체 예쁜데 맛 없어서 항상 재 방문 짐
193,473,4,좋아요
586,538,4,고소한 블렌딩
16,126,5,밀크 티 맛있어요 분위기 좋 공
120,702,5,너무 친절하시고 커피 맛있었어요
297,11,5,다 좋은데 사람 좀 많음
118,713,3,케잌 맛있어요 좀 작 현금 결제 안 되고 카카오 페이 가능합니다 매장 좀 추운 편이 더 보기
788,2814,3,커피 괜찮은데 인테리어 구림
618,150,4,음식 다 상큼 맛있어요 사장 부부 저희 원래 자리 넓은데 앉으라고 자리 주심 ㅎㅎ 단점 라면 화장실 바깥 있는데 좀 으 슥 해 ㅠ 더 보기
741,616,3,
741,1231,3,
649,11,2,
154,883,3,케익 해동 안 해 놔서 먹고 싶은 케익 못 먹음 맛 자체 나쁘지 않음 근데 상 그 리아 과일 같은 거 배짱 무엇 오래 있기 좋은 분위기 아니라서 재 방문 의사 무 더 보기
529,701,3,유자 맥주
267,1261,5,커피 맛있고 매우 저렴함 매장 쾌적하고 직원
660,1910,1,스타벅스 그냥
87,40,5,식 음료 무난 2 층 분위기 창가 조화 좋다
376,1773,5,좋아요
387,431,4,
487,473,4,커피 꽤 맛있다 크로 플 도 맛남 루프 탑 좋음 내부 너무 좁아서 별 한개 좁은 자리 테이블 너무 다닥다닥 붙여 놔서 시끄럽고 비 좁아서 사람 많으면 대화 안됨
741,2728,3,
241,547,1,여기는 진짜 좀 위생 강남역 너무 앞 개 와서
346,1416,5,6시 30분 방문 했는데 4 개 남아 일단 다 구매 3 가지 맛 다 맛있네용
571,139,5,깔끔하고 좋아요
373,584,1,커피 맛 별로 에쏘 추가 한 거 후회 초코 자체 괜찮은데 참 안 먹으니까 느끼하고 커피 따로 이 가격 먹는건 비추 이 것 보고 오는 것 비추 추천 있어서 기대했는데 아쉽다 ㅜ
469,1511,5,
222,562,5,와 진짜 맛있네요 가서 먹은 타르트 같아요 ㅠㅠㅠㅠ 요새 유행 하는 에그타르트 아니고 겉 페스 츄리 진짜 존맛 입니다 ㅠ 담 박스 사서 ㅠㅠㅠ 진짜 따뜻하고 너무 너무 맛있었어요 ㅠ 먹은 에그타르트 거의 맛 깜놀 했어요 더 보기
322,1520,5,세탁 커피숍 공존 하는 장소
722,108,3,지나가다 브런치 먹기 나쁘지 않은거 같은데 그렇다고 굳이 웨이 팅 찾아갈 곳도 아닌거 같은 기대 너무 해서 그런지 생각 무난 특별히 맛있다고 못 같아요
442,1987,1,별 이 정도 이유 있어요 ㅎㅎ 서비스 별로 컴 플레인 별로 공찬 데 굳이 갈 필요 없음
19,144,5,가격 비해 커피 의외로 맛있어요
400,238,5,
3,33,1,알 왜 1 갠
776,800,1,ㅎ
259,1267,1,손님 물어봐도 대꾸 안함 혹시 해서 또 물어 봤음 그리고 아이스 아메리카노 양 다른 매장 비 해서 현저 히 ㅋㅋㅋㅋㅋㅋ 별 한 개도 아까운 매장 번 메 커피 사진 보시 반성 하시길 더 보기
502,152,4,
86,217,3,커피 맛 좋은 편 쑥 카스테라 음 평범 쓰 떡 별루 ㅠ 여긴 라떼 맛집 일듯 라떼 마시러
333,1556,5,수플레 치즈케이크 너무 맛있어요 분위기 좋고 맛집 ㅎㅎ 모든 케이크 직접 하네요 케이크 올려진 크림 달 너무 맛있어요 추천 추천
113,690,4,2 번 가봤어요 리뷰 왜 ㅜ 무난 예쁜 카페 크로 플 케이크 다 맛있었어요 음료 커피 안 마셔 봐서 모르겠지만 딸기 라떼 무난 했어요 가격 대가 나가는 편이 기는 함 매장 예뻐요 근데 사진 찍기 모르겠음 조명 너무 누 래서
184,553,4,자리 안내 잘 해주시더라구요 몽블랑 신맛 리뷰 보고 시켰는데 신맛 저 그렇게 못 했어요 그냥 아주 달달 담 방문 하면 다른 거 먹어 보려구요 더 보기
281,805,4,
763,18,3,성수 시
458,152,3,잔 집 많아서 실링 마감 잘 안되어 있어서 먹는데 하드 구
757,1061,5,큰 도로 변 알 잘 층 높고 카페 아니여서 3 층 먹음 커피 크레마 넘 좋았고 빵 무난 무난 쿠 이 달달 크 로 살 느낌 존맛 후추 소금 빵 후추 향 쫌 강해서 했다 더 보기
329,1554,5,예쁘고 맛있고
790,476,3,감성 지고 커피 맛 준수 다만 공간 감성 온전히 좁고 사람 북적 북적 해서 단점
725,1987,3,펄 딱딱하고 넘 작아요
355,1139,5,학교 앞 스타벅스 세 군데 이 거 진짜 못 막습니다
407,1893,2,맛 괜찮은데 않음
465,1082,5,생각 사람 별로 없었다 자리 많음
211,1139,5,커피 맛있어요 스벅 항상 자리 없어서 아쉬워요
249,847,5,좋아요
687,216,5,바닐라 라떼 아몬드 향 나고 좋음 아메 두 는 엄청난 산미 인테리어 예쁨 유리 바닥 무서움
223,711,5,친절하고 너무 맛있어요
620,2498,5,커피 맛있어요
596,2452,3,시 그 니 처 비엔나 왜 시 그 니 처 모르겠음 우유 커피 우유 맛 커피 맛 다 가려 버림 밤 휘 낭시 안나는데 휘 낭시 는 나쁘지 않았음
411,440,5,친절하고 맛있고 특히 디저트 너무 맛있어요 공간 좋고
281,801,2,그냥 그래요
460,2034,5,여긴 사장 때문 별 5 개 드려요 돈 많이
20,86,5,카페 너무 예쁘다
535,1135,5,싸고 깨끗하고
85,260,2,케이크 주 로 하시는 것 같은데 그 답 케이크 맛남 하지만 소 시 그 니 처 메뉴 매우 별로 였음 시 그 니 처 메뉴 아이스 커피 하고 주문 해봤는데 엥 위 초코 아이스크림 직원 안 내 잘못 키 오스 크 로만 주문 키 오스 크 설명 란 만들어 뒀으면 좋겠음 키 오스 크로 주문 건 좀 아니지 않나 또한 초코 아이스크림 에스프레소 원두 맛 굉장히 안 아이스크림 자연 마련 너무 무려 7000원 그리고 입구 반납 하는 곳 굉장히 사람 들어오면 반납 해야 됨 케이크 커피 두고 커피 딱 그 신경 쓴 더 보기
106,300,4,사람 항상 많아요 매장 작 않은데 자리 잡기 쉽지 않아요 딱 카공 걸 맞는 분위기
385,1804,5,망원동 새로 생긴 카페 커피 디저트 모두 맛있고 분위기 좋은 카페 입니다
299,465,4,커피 맛있어요 창문 무슨 그림 있었는데 인테리어 전체 통일 감 있어요 저 실수 노트북 작업 하러 갔다가 후회 했습니다 ㅎㅎ 그냥 분위기 의자 대화 좋은 곳 공부 작업
375,293,4,평일 사람 좀 공간 예쁘고 푸딩 쫀득하 맛있음
55,365,5,커피 맛있고 좌석 좀 불편하지만 분위기 좋고 노래 좋아요
654,2081,4,공부 하기 좋아요
67,464,3,카페 별로
502,1688,4,
343,1220,3,
380,1790,5,멍멍 워
495,1411,5,예쁘고 조용하고 분위기 좋아요 지하 공간 있어서 넓어요
578,6,5,느낌 분위기 좋은 카페 베이글 연어 샌드위치 맛있어요 여러 종류 베이글 크림 치즈 있음
548,211,5,지금 커피 먹고 지리 오지 갑니다
692,1911,1,직원 싶지는 않은데 진짜 매번 갈 때 기본 전혀 없다 문제 있는 직원 한 명 있음 ㅡㅡ 오픈 4 번 가봤는데 갈 때 표정 너무 안좋고 말투 너무 불친절해서 말 못 지경 내 앞 어떤 손님 옷 보고 있는데 들어와서 옷 넣고 나 진짜 한마디 할 뻔 솔직히 서비스 당연한데 이 정도 친절 해달라고 하는 것 아니고 기본 부분 좀 친절하신 분 사실 아무리 좋은 장소 불편한 점 있으면 안 가는 사람 더 많다는 거 알 그 러시 안 돼요 더 보기
655,477,5,아인 슈페 너 바닐라 라떼 마카롱
392,730,5,
285,420,3,
95,607,4,블루 보틀 항상 사람 많아 자리 잡기 힘들다 그것 빼고는 다 좋다
472,2074,5,카페 아늑하고 주인 친절해요 커피 다른 메 커피 잘 같아요 자주 같아요
329,1077,4,치즈 케익 진짜진짜 진짜 맛있었어요
386,1161,4,위치 좋다
66,440,4,인테리어 메뉴 좋으나 조금 협소 공간 아쉬움 소리 울리는 구조 조금 시끄러워 짐 카페 이용 시간 2시간 있음
767,762,5,
537,475,4,좋아요
101,637,3,크로 플 과 음료 평균 가격 맛 입니다 사장 마스크 크하는 것 보입니다 주문 받을 때 유지 해서 좀 놀랐음 일이 신지 일 먼저 처리 주문 처리 하는 그런 곳
323,1530,5,음료 간식 무료 제공 되게 좋습니다 5 층 전망 되게 좋네요
287,1368,4,호주 커피 맛볼 수 있는 곳
125,42,3,커피 맛있고 가격 스타벅스 투썸 살짝 비싼데 괜찮습니다 자리 좋고 3 층 뷰 너무 좋은 것 같습니다 전체 너무 깔끔해서 기분 좋더라구요 근데 조각 케익 하나 8000원 받는 건 조금 그렇네요 가격 보고 쿠키 했는데 쿠키 4500원 그냥 보기 시중 파는 평범한 쿠키 입니다 아무리 물가 수제 쿠키 아니고 그냥 편의점 흔히 볼 수 있는 걸 브랜드 값 4500원 주고 파는 건 좀 심하네요 ㅋㅋ 더 보기
240,1217,5,맛있어요 ㅎㅎ 딸기 강추
560,75,1,평소 한 달 한 번은 리브 레 원두 사먹는 사람 입니다 그만큼 좋아하고 즐겨 타임스퀘어 점 제대로 하시는지 의문 들었습니다 나머지 다른 지점 현저 히 낮은 커피 맛 친절 도 너무 놀라고 갑니다 심지어 흔 흔한 체인점 아메리카노 못 수준 이었습니다 커피 적 잘 없는데 몇 모금 먹지도 않고 죄다 남기고 나왔습니다 4천원 돈 정도 였습니다 더 보기
490,1393,5,아늑한 공간 완전 전문 홍차 소중한 곳
31,241,4,특이한 음료 메뉴 많아서 좋고 케이크 달 않고 맛있는데 크림 좀 모아에서 식빵 크림 맛
217,105,4,맛있어요
61,415,3,서비스 맛 분위기 없이 보통 친절하지도 안 친절하지도 않고 맛 않고 별 로이 지도 않고 분위기 취향 있고 안 있는 평균 곳
800,1109,4,반려동물 같이 들어갈 수 있는건 좋아요
538,2295,5,가을 새로 생겨서 깨끗해요 브랜드 의자 쓰는 스카 처음 봄 보통 스카 의자 불편한데 화장실 좋고 조용하고 온도 유일한 단점 책상 작아서 노트북 듣기 불편
733,1413,5,원두 고른 다음 그 커피 맞는 디저트 참 새 좋은 경험 였어요 디저트 정말 맛있었어요 중간 중간 다른 원두 낸 커피 맛 볼 수 있게 조금씩 원두 하나 하나 설명 해주시는 것 다행히 저 웨이 팅 없이 바로 앉았는데 확실히 나중 오시 손님 뒤 앉아서 기다리고 신경 하더라구요 그래서 금방 정말 맛있고 새로운 경험 였습니다 자주 갈 것 같아요 ㅎㅎ 더 보기
507,2178,4,카페 조용하고 생 일 주스 있어서 좋아요
476,1899,5,가격 저렴하고 맛 괜찮아요 산책 하면서 들르기 좋은 카페
493,211,4,오렌지 슬러시 커피 맛있었는데 이름 ㅎ 가게 좁고 좀 북적 거리 편이 또 갈 의향 있음 다음 번 레몬 슬러시 올라간 먹어 그리고 기본 에스프레소 꼭 설탕 빼고 드세요 제 입맛 너무
598,952,4,쑥 인절미 마카롱
228,1180,5,엄청 작아요 그냥 마트 한 3 층 이 고요 직원 친절하고 맛 요
220,1163,5,먼가 부담 없이 있다 올 수 있는 카페 맛 좋아요 엄청 친절하세요 화장실
137,803,3,전 버블티 싫어해서 그런지 잘 모르겠는데 친구 엄청 맛있다 하네요
304,1302,5,
693,184,5,건대 다니면서 정말 주간 곳 메뉴 다 맛있다
673,2600,5,이 지점 왠지 좋아
690,2386,5,실내 좋고 커피 맛있어요
411,766,5,꾸준히 맛있고 친절하고 더 번창 하면 좋을 것 같아요 ㅎㅎ
249,1244,5,좋아요
228,1181,5,솔직히 맛 진짜 괜찮은 이디야 특히 차 시키면 큰 컵 주심 다른 매장 절대 안된다고 항상 ㅠㅠ 음료 진하고 베이커리 맛있음 많은 점심 시간대 빼면 조용하고 굿
180,732,2,평범하고 맛있는 빵집 아니에요
519,180,1,아 탄 맛 진짜진짜 심한 곳 바로 여기
24,187,5,추천 하는 찐 찐 찐 찐 찐 맛집 단골 예약 땅땅 땅
573,217,4,디저트 퀄리티 좋고 특색 있음 커피 맛있고 드립 판매 하는 곳 내부 넓지 않아 그닥 않지만 분위기 있는 한 옥 카페
684,2290,4,카페 넓고 너무 시끄럽지 않아 공부 하기 좋음 콘센트 많음 화장실 외부 있는게 조금 아쉬움
463,486,5,빨리 나와요 떡볶이 단거 비추 많이 달아서 ㅎ
393,1839,5,맛 있지만 비싸요 6000원 5000원 수박 한 통 살
51,344,1,알바생 너무 싸가지
724,292,2,메리트 못 커피 맛 평범 분위기 평범
208,1130,5,바닐라 라떼 맛있어요 진짜 다른 지점 설탕 씹히고 이상한데 여기는 괜찮아요
304,1446,5,아침 8시 오후 1시 할인 아메리카노 2800 카페라떼 원두 커피 콜드 브루 카페모카
338,157,5,영업 시간 월 07~24 화 07~24 수 07~24 목 07~24 금 토 09~02 일 09~02 더 보기
324,541,3,분위기 아늑하고 정말 좋아요 음료 맛 그저 그렇네요
537,1162,4,친절하고 좋아요
588,1391,2,여유 있는 느낌 없었음 넓지 않아서 그 런가
664,90,3,분위기 좋은데 의자 불편했고 솔트 커피 좀 많이
647,1867,5,착석 하기 공간 여유 워 여기 자주 옴 ㅎㅎ
386,1250,4,체인점 특유 무난 함
206,297,1,너무 추워요 6 도 손님 계속 문 나가서 제 몇 번 직접 가서 관리 딱히 안 하시는 것 같아서 아쉬웠습니다
107,149,2,아인 슈페 너 전문 데 노맛
445,1997,3,폐쇄해 화장실 가기 매장 내부 편
64,430,5,여기 왜 후 파르페 맛있어요 가격 비쌉니다 망고 이드 그닥 파르페 드세요 아 인테리어 빈티 합니다 더러운 빈티 아니고 귀엽고 깔끔한 빈티 또 갈 예정 입니다
314,149,4,때 힘들어요 ㅋㅋ 용하는 있더라구요 음료 맛있구 흑임자 크림 올라간 인절미 케이크 맛 요 스콘 류 못 먹었는데 나중 또 와 보려구요
113,691,5,가격 진짜 맛 있음 그리고 예쁨 카페 싶을 때 무난 하게 선택 하게 되는
753,2753,1,머리카락 나옴
